no	company_name	group_name	group_key	website	wko_url	process_fit_class	size_class
65	IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.	IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.	IVB-Immobilienvermarktung und Bauträger Ges.m.b.H.		https://firmen.wko.at/ivb-immobilienvermarktung-und-bautr%c3%a4ger-gesmbh/burgenland/?firmaid=cb9c2ef1-4df2-4ce4-8b62-8e9dec5ab0fe&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
66	Pusta & Partner HausverwaltungsGmbH	Pusta & Partner HausverwaltungsGmbH	Pusta & Partner HausverwaltungsGmbH	https://www.pusta-partner.at/	https://firmen.wko.at/pusta-und-partner-hausverwaltungsgmbh-immobilientreuh%c3%a4nder-verwalter/wien/?firmaid=a1db2e73-f7c0-43f0-9b66-ab991ef0bd7b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
67	Venta Immobilien Service GmbH	Venta Immobilien Service GmbH	Venta Immobilien Service GmbH		https://firmen.wko.at/venta-immobilien-service-gmbh/steiermark/?firmaid=07639a24-aa67-4fa3-b85b-dcad9eeeb5b0&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
68	"""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H."	"""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H."	"""Die Kärntner""-Wohnbau und Hausverwaltungsgesellschaft m.b.H."		https://firmen.wko.at/%22die-k%c3%a4rntner%22-wohnbau-und-hausverwaltungsgesellschaft-mbh/k%c3%a4rnten/?firmaid=12ff5b5a-8740-4bb8-8e23-85715b6c83a9&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
69	COLLIERS Immobilienverwaltung GmbH	COLLIERS Immobilienverwaltung GmbH	Colliers Austria	https://www.colliers.com/de-at/dienstleistungen/property-management-services	https://firmen.wko.at/colliers-immobilienverwaltung-gmbh/wien/?firmaid=75f91559-31fe-4a99-94c3-5e0d5534bb38&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
70	IG Immobilien Management GmbH	IG Immobilien Management GmbH	IG Immobilien Management GmbH	http://www.ig-immobilien.com/	https://firmen.wko.at/ig-immobilien-management-gmbh/wien/?firmaid=c4d3400e-4a70-4a48-845a-99d6d37c175f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	A_CORE_30_PLUS_DIRECT
71	Leitgöb Hausverwaltung GmbH	Leitgöb Hausverwaltung GmbH	Leitgöb Wohnbau group		https://firmen.wko.at/leitg%c3%b6b-hausverwaltung-gmbh/salzburg/?firmaid=0d349152-ab87-43fc-8530-6ccc2e0a8a6d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
72	RES Immobilienverwaltung GmbH	RES Immobilienverwaltung GmbH	RES Immobilienverwaltung GmbH	http://www.res.at/	https://firmen.wko.at/res-immobilienverwaltung-gmbh-res-immobilienverwaltung-gmbh/wien/?firmaid=65a232ee-baac-4ccf-a4fa-d120bd2ac7ec&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
73	Weinberger Biletti Immobilien Graz GmbH	Weinberger Biletti Immobilien Graz GmbH	Weinberger Biletti Immobilien Graz GmbH	http://www.weinberger-biletti.at/	https://firmen.wko.at/weinberger-biletti-immobilien-graz-gmbh-immobilienverwaltung/steiermark/?firmaid=58454438-1735-4e38-9836-6164e061238a&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	C_CORE_20_PLUS_RANGE
74	"""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H."	"""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H."	"""Hausverwaltung Franz Dangl"" Gesellschaft m.b.H."	http://www.franz-dangl-gmbh.at/	https://firmen.wko.at/%22hausverwaltung-franz-dangl%22-gesellschaft-mbh/wien/?firmaid=4bb67eff-2c49-4cd4-a76f-0eed2ae01bdf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
75	convival Immobilien GmbH	convival Immobilien GmbH	convival Immobilien GmbH		https://firmen.wko.at/convival-immobilien-gmbh/wien/?firmaid=3547dbe5-5bd0-48b7-be8d-ee0ca80b0044&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
76	Immobilien Treuhand Hanke & Bodner KG	Immobilien Treuhand Hanke & Bodner KG	Immobilien Treuhand Hanke & Bodner KG	https://www.spittaler-hausverwaltung.at/	https://firmen.wko.at/immobilien-treuhand-hanke-und-bodner-kg/k%c3%a4rnten/?firmaid=b243c568-5e0c-4d69-845d-088ae10a693a&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	D_CORE_RECALL_11_30
77	LIM-MANAGEMENT GmbH	LIM-MANAGEMENT GmbH	LIM group	http://www.lim-management.at/	https://firmen.wko.at/lim-management-gmbh-immobilienverwaltung/wien/?firmaid=010eeb90-7e9f-41ce-b393-6ee8d3c325f3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
78	Sabo+Mandl & Tomaschek Immobilien GmbH	Sabo+Mandl & Tomaschek Immobilien GmbH	Sabo+Mandl & Tomaschek Immobilien GmbH	https://www.smt-immobilien.at/	https://firmen.wko.at/sabomandl-und-tomaschek-immobilien-gmbh/wien/?firmaid=2dc15e46-bd71-4b0c-9b35-5e3feaac897c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	A_CORE_30_PLUS_DIRECT
79	WESIAK Gesellschaft m.b.H.	WESIAK Gesellschaft m.b.H.	WESIAK group	http://www.wesiak.com/	https://firmen.wko.at/wesiak-gesellschaft-mbh-wwesiak-gesellschaft-mbh/steiermark/?firmaid=df2b5e51-b25e-4524-b0fc-20ab91bb85d1&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
80	CBRE GWS Austria GmbH	CBRE GWS Austria GmbH	CBRE GWS Austria GmbH		https://firmen.wko.at/cbre-gws-austria-gmbh/tirol/?firmaid=5a15c029-6f74-46ae-9744-690c59c0627a&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter	ADD_TO_SALES_POOL	E_ADJACENT_30_PLUS
81	HÖS Heimat Österreich Service GesmbH	HÖS Heimat Österreich Service GesmbH	HÖS Heimat Österreich Service GesmbH		https://firmen.wko.at/h%c3%96s-heimat-%c3%96sterreich-service-gesmbh/salzburg/?firmaid=60b9d09f-16e8-4f20-8463-0305e579475c&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	A_CORE_30_PLUS_DIRECT
82	KIBB Immobilien GmbH	KIBB Immobilien GmbH	KIBB Immobilien GmbH		https://firmen.wko.at/kibb-immobilien-gmbh/wien/?firmaid=1abea1f8-b61b-405a-873a-22e8ad6430bf&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	ADD_TO_SALES_POOL	E_ADJACENT_30_PLUS
83	REIWAG Facility Services GmbH	REIWAG Facility Services GmbH	REIWAG Facility Services GmbH	http://www.reiwag.com/	https://firmen.wko.at/reiwag-facility-services-gmbh/wien/?firmaid=ccd49180-ebb3-460d-a3e1-c311d3b25cf9&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	ADD_TO_SALES_POOL	E_ADJACENT_30_PLUS
84	Weinberger Biletti Immobilien GmbH	Weinberger Biletti Immobilien GmbH	Weinberger Biletti Immobilien GmbH	http://www.wbi.wien/	https://firmen.wko.at/weinberger-biletti-immobilien-gmbh-hausverwaltung/wien/?firmaid=dae5cc36-561a-431f-b78c-43832158c004&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	C_CORE_20_PLUS_RANGE
85	ARWAG Immobilientreuhand Gesellschaft m.b.H.	ARWAG Immobilientreuhand Gesellschaft m.b.H.	ARWAG group	http://www.arwag.at/	https://firmen.wko.at/arwag-immobilientreuhand-gesellschaft-mbh-wo-das-leben-lebt/wien/?firmaid=e7a3723a-2739-4e83-9d1a-5612db0501b7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
86	Frieda Rustler Gebäudeverwaltung GmbH & Co KG	Frieda Rustler Gebäudeverwaltung GmbH & Co KG	Rustler group	http://www.rustler.eu/	https://firmen.wko.at/frieda-rustler-geb%c3%a4udeverwaltung-gmbh-und-co-kg/salzburg/?firmaid=eaece165-7f32-4ffe-9a7e-d03f164975ee&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
87	IMV Immobilien Management GmbH	IMV Immobilien Management GmbH	IMV Immobilien Management GmbH	http://www.imv.co.at/	https://firmen.wko.at/imv-immobilien-management-gmbh/steiermark/?firmaid=8a39d3d5-cfe4-4789-bbbf-1aeed095c331&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	A_CORE_30_PLUS_DIRECT
88	PFG Liegenschaftsbewirtschaftungs GmbH &Co KG	PFG Liegenschaftsbewirtschaftungs GmbH &Co KG	PFG Liegenschaftsbewirtschaftungs GmbH & Co KG		https://firmen.wko.at/pfg-liegenschaftsbewirtschaftungs-gmbh-undco-kg/salzburg/?firmaid=e3a6e719-cf2f-4fae-baa7-66ed02613d23&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter	ADD_TO_SALES_POOL	E_ADJACENT_30_PLUS
89	STRABAG Property and Facility Services GmbH	STRABAG Property and Facility Services GmbH	STRABAG Property and Facility Services GmbH	http://www.strabag-pfs.at/	https://firmen.wko.at/strabag-property-and-facility-services-gmbh/wien/?firmaid=fbeabe35-12a5-4bf9-931b-0bfc5bb85e79&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter	ADD_TO_SALES_POOL	E_ADJACENT_30_PLUS
90	ZIMA Objektmanagement GmbH	ZIMA Objektmanagement GmbH	ZIMA group	http://www.zima.at/	https://firmen.wko.at/zima-objektmanagement-gmbh/tirol/?firmaid=60fb6e73-f44f-43cb-8dba-67245bdf3881&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter	PRIMARY_CORE	B_CORE_30_PLUS_GROUP
