canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url,size_class_strict,size_reason_strict,adjacent_non_core_hint,karriere_exact_match,karriere_url,karriere_emp_min,karriere_emp_max,website_valid_mentions,wko_valid_mentions,direct_31plus_sources,group_31plus_sources,borderline_sources,strict_evidence,manual_review_required
tfm bau gmbh,TFM Bau GmbH,TFM Bau GmbH,1,salzburg,a887f936-a868-4f30-94f1-286b64a59575,Egon-Schiele-Weg 3 5020 Salzburg,https://tfm-bau.at/,https://tfm-bau.at/,office@tfm-bau.at,,https://firmen.wko.at/tfm-bau-gmbh/salzburg/?firmaid=a887f936-a868-4f30-94f1-286b64a59575&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,A_TARGET_30_PLUS,Strict 31+ standalone/employer evidence,no,yes,https://www.karriere.at/f/tfm-bau,31,50,,,1,0,0,DIRECT|karriere.at exact employer|31|50|https://www.karriere.at/f/tfm-bau|exact normalized legal-name match,yes
ubm development ag,UBM Development AG,UBM Development AG,2,tirol | wien,70ab9b7a-4d0c-4e55-8d1b-0e85d20788e3 | 35b000a9-a738-419c-b5a2-519a31d81060,Porrstraße 1 6175 Kematen in Tirol | Laaer-Berg-Straße 43 1100 Wien,http://www.ubm.at/,http://www.ubm.at/,peter.ellmerer@ubm.at,050626-3032,https://firmen.wko.at/ubm-development-ag/tirol/?firmaid=70ab9b7a-4d0c-4e55-8d1b-0e85d20788e3&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,A_TARGET_30_PLUS,Strict 31+ standalone/employer evidence,no,yes,https://www.karriere.at/f/ubm-development,101,500,,,1,0,0,DIRECT|karriere.at exact employer|101|500|https://www.karriere.at/f/ubm-development|exact normalized legal-name match,yes
wirtschaftsagentur burgenland gmbh,Wirtschaftsagentur Burgenland GmbH,Wirtschaftsagentur Burgenland GmbH,1,burgenland,a0902cb3-801f-4f7a-a001-0236f517e275,Marktstraße 3 7000 Eisenstadt,,,,,https://firmen.wko.at/wirtschaftsagentur-burgenland-gmbh/burgenland/?firmaid=a0902cb3-801f-4f7a-a001-0236f517e275&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter,A_TARGET_30_PLUS,Strict 31+ standalone/employer evidence,yes,yes,https://www.karriere.at/f/wirtschaftsagentur-burgenland,31,50,,,1,0,0,DIRECT|karriere.at exact employer|31|50|https://www.karriere.at/f/wirtschaftsagentur-burgenland|exact normalized legal-name match,yes
wse wiener standortentwicklung gmbh,WSE Wiener Standortentwicklung GmbH,WSE Wiener Standortentwicklung GmbH,1,wien,9e4cd29e-fc6c-43c2-afca-24c24f3a43b3,Messeplatz 1 1020 Wien,,,,,https://firmen.wko.at/wse-wiener-standortentwicklung-gmbh/wien/?firmaid=9e4cd29e-fc6c-43c2-afca-24c24f3a43b3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,A_TARGET_30_PLUS,Strict 31+ standalone/employer evidence,no,yes,https://www.karriere.at/f/wse-wiener-standortentwicklung,51,100,,,1,0,0,DIRECT|karriere.at exact employer|51|100|https://www.karriere.at/f/wse-wiener-standortentwicklung|exact normalized legal-name match,yes
bundesimmobiliengesellschaft m b h,Bundesimmobiliengesellschaft m.b.H.,Bundesimmobiliengesellschaft m.b.H.,21,kärnten | niederösterreich | oberösterreich | salzburg | steiermark | tirol | vorarlberg | wien,f7c879d8-490a-4266-9e0c-4cf7464be9d4 | 3f089745-b492-47a7-80c9-4d5f6b5bbaaf | 306a5e1c-075b-4982-84f0-3290ba5ce92f | 30cb1640-4a88-422b-96d9-431b67a5ef4d | c8ece5d8-7fec-486a-b109-9286661e6bf1 | 445a2cd4-adfd-45c0-8db5-1a05205403e1 | ef78ae2c-a14b-4ebd-97ed-1c42f4c3862b | b83812df-69a9-4e7c-b52e-1fbce818a0bb | dd81595a-43bc-424d-a655-12261ab58ee3 | 4b337261-8d96-4ae7-a59b-355d0c708c00 | 5059c82c-ef8b-4199-9386-5e4c446fa85e | 58e45699-3db1-43d3-8a68-1fb4f2826843 | 590f4789-a402-4939-aa99-8bcd07d9f1dd | 67e8e2ae-08fa-400b-97ce-2f359b1e21d3 | 79cae397-99b2-45d7-988b-3b7b549d3271 | 82e3c8af-9ef4-48b8-99c5-36d49c7cc33e | 877232d2-a132-4a7a-9634-194e955478c0 | 8dec4837-d063-4958-8338-29fae3d8de9e | 94e82952-f392-4046-85a6-9ddff197a12c | 9894a0e3-d425-4e0e-ac4d-8cecfeb6272e | ce99a487-f8ea-419f-9793-8bd31922f712,Aigner Straße 8 5020 Salzburg | Anzengrubergasse 6-8 8010 Graz | Burgplatz 2 2700 Wiener Neustadt | Straße der Gendarmerie 5 2700 Wiener Neustadt | Niederösterreich-Ring 2 3100 St. Pölten | Schillerstraße 2 6800 Feldkirch | Herrengasse 9 9020 Klagenfurt am Wörthersee | Kaiserjägerstraße 12 6020 Innsbruck | Prunerstraße 5 4020 Linz | Rosensteingasse 79(SCHULE) 1170 Wien | Althanstraße 14(ZOOLOG.INST.) 1090 Wien | Veterinärplatz 1 1210 Wien | Severingasse 9(BUNDESLEHRANSTALT) 1090 Wien | Trabrennstraße 2C 1020 Wien | Schlickplatz 6(ROSSAUER KASERNE) 1090 Wien | Grenzackerstraße 18 1100 Wien | Wiedner Hauptstraße 8-10 1040 Wien | Dampfschiffstraße 4 1030 Wien | Hohe Warte 38 1190 Wien | Wexstraße 19-23(SCHULE) 1200 Wien | Wiedner Hauptstraße 7 1040 Wien,http://www.big.at/,http://www.big.at/,maria-theresia.reindl@imb.co.at,0662/639%2022-0,https://firmen.wko.at/bundesimmobiliengesellschaft-mbh/salzburg/?firmaid=f7c879d8-490a-4266-9e0c-4cf7464be9d4&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,yes,no,,,,"1200 [over] https://www.big.at/presse-news/kurzprofil :: des Landes. Das Portfolio der BIG umfasst Universitäten, Schulen und Spezialimmobilien, in der ARE sind Büro-, Gewerbe- und Wohnobjekte gebündelt. Insgesamt beschäftigt der Konzern aktuell über 1.200 Mitarbeiter*innen. Wirtschaftsstandort Österreich* INVESTITIONEN PRO JAHR IN MIO. EUR 0 ARBEITSPLÄTZE 0 WERTSCHÖPFUNG IN ÖSTERREICH IN MIO. EUR 0 BEAUFTRAGTE UNTERNEHMEN BAUBRANCHE 0 * Quelle: Wirtschaftsfor || 1200 [exact] https://www.big.at/presse-news/kurzprofil :: Landes. Das Portfolio der BIG umfasst Universitäten, Schulen und Spezialimmobilien, in der ARE sind Büro-, Gewerbe- und Wohnobjekte gebündelt. Insgesamt beschäftigt der Konzern aktuell über 1.200 Mitarbeiter*innen. Wirtschaftsstandort Österreich* INVESTITIONEN PRO JAHR IN MIO. EUR 0 ARBEITSPLÄTZE 0 WERTSCHÖPFUNG IN ÖSTERREICH IN MIO. EUR 0 BEAUFTRAGTE UNTERNEHMEN BAUBRANCHE 0 * Quelle: Wirtschaftsfor",,0,1,0,"GROUP|official/group website|1200|1200|https://www.big.at/presse-news/kurzprofil|des Landes. Das Portfolio der BIG umfasst Universitäten, Schulen und Spezialimmobilien, in der ARE sind Büro-, Gewerbe- und Wohnobjekte gebündelt. Insgesamt beschäftigt der Konzern aktuell über 1.200 Mitarbeiter*innen. Wirtschaftsstandort Österreich* INVESTITIONEN PRO JAHR IN MIO. EUR 0 ARBEITSPLÄTZE 0 WERTSCHÖPFUNG IN ÖSTERREICH IN MIO. EUR 0 BEAUFTRAGTE UNTERNEHMEN BAUBRANCHE 0 * Quelle: Wirtschaftsfor",yes
cbre gmbh,CBRE GmbH,CBRE GmbH,1,wien,f9385336-8856-4a6b-b913-0574cec1db0a,Am Belvedere 10/Top 12 1100 Wien,http://www.cbre.at/,http://www.cbre.at/,patrizia.roegelsperger@cbre.com,+43%201%20533%2040%2080,https://firmen.wko.at/cbre-gmbh-cbre-gmbh/wien/?firmaid=f9385336-8856-4a6b-b913-0574cec1db0a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,no,,,,"155000 [exact] https://www.cbre.at/ueber-uns :: heutige Entscheidungen bis hin zur Neugestaltung der Räume von morgen – wir entfalten unser Potenzial in komplexen und sich ständig verändernden Umgebungen. 600 Niederlassungen 100+ Länder 155.000 Mitarbeiter:innen 90+ Fortune 100-Kund:innen Mit umfassender Marktkenntnissen , erstklassigen Daten und eigener Technologie, können wir mit unserer multidimensionalen Perspektive Unternehmen dabei unterstütz || 90 [exact] https://www.cbre.at/ueber-uns :: Entscheidungen bis hin zur Neugestaltung der Räume von morgen – wir entfalten unser Potenzial in komplexen und sich ständig verändernden Umgebungen. 600 Niederlassungen 100+ Länder 155.000 Mitarbeiter:innen 90+ Fortune 100-Kund:innen Mit umfassender Marktkenntnissen , erstklassigen Daten und eigener Technologie, können wir mit unserer multidimensionalen Perspektive Unternehmen dabei unterstützen,",,0,1,0,"GROUP|official/group website|155000|155000|https://www.cbre.at/ueber-uns|heutige Entscheidungen bis hin zur Neugestaltung der Räume von morgen – wir entfalten unser Potenzial in komplexen und sich ständig verändernden Umgebungen. 600 Niederlassungen 100+ Länder 155.000 Mitarbeiter:innen 90+ Fortune 100-Kund:innen Mit umfassender Marktkenntnissen , erstklassigen Daten und eigener Technologie, können wir mit unserer multidimensionalen Perspektive Unternehmen dabei unterstütz",yes
gbg gebäude und baumanagement graz gmbh,GBG Gebäude- und Baumanagement Graz GmbH,GBG Gebäude- und Baumanagement Graz GmbH,1,steiermark,9e5b77c7-357a-45b6-963e-6e35837325e6,Neutorgasse 57 8010 Graz,http://www.gbg.graz.at/,http://www.gbg.graz.at/,gbg@gbg.graz.at,0316-872-8606,https://firmen.wko.at/gbg-geb%c3%a4ude-und-baumanagement-graz-gmbh/steiermark/?firmaid=9e5b77c7-357a-45b6-963e-6e35837325e6&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,yes,https://www.karriere.at/f/gbg-geb%C3%A4ude-und-baumanagement-graz,11,30,"490 [approx] https://www.gbg.graz.at/cms/ziel/9344104/DE/ :: Baumanagement Graz GmbH ist ein Unternehmen der Stadt Graz. Wir bewirtschaften die Immobilien der Stadt Graz und ihrer Unternehmen auf insgesamt 404.000 Quadratmeter bebauter Fläche. Unsere rund 490 Mitarbeiter:innen sind für die Planung, Errichtung, Instandhaltung und Reinigung dieser Immobilien verantwortlich. Darüber hinaus sorgen wir für eine gesunde Entwicklung der 627 Hektar Waldflächen, die die S || 490 [exact] https://www.gbg.graz.at/cms/ziel/9344104/DE/ :: nagement Graz GmbH ist ein Unternehmen der Stadt Graz. Wir bewirtschaften die Immobilien der Stadt Graz und ihrer Unternehmen auf insgesamt 404.000 Quadratmeter bebauter Fläche. Unsere rund 490 Mitarbeiter:innen sind für die Planung, Errichtung, Instandhaltung und Reinigung dieser Immobilien verantwortlich. Darüber hinaus sorgen wir für eine gesunde Entwicklung der 627 Hektar Waldflächen, die die S",,0,1,1,"GROUP|official/group website|490|490|https://www.gbg.graz.at/cms/ziel/9344104/DE/|Baumanagement Graz GmbH ist ein Unternehmen der Stadt Graz. Wir bewirtschaften die Immobilien der Stadt Graz und ihrer Unternehmen auf insgesamt 404.000 Quadratmeter bebauter Fläche. Unsere rund 490 Mitarbeiter:innen sind für die Planung, Errichtung, Instandhaltung und Reinigung dieser Immobilien verantwortlich. Darüber hinaus sorgen wir für eine gesunde Entwicklung der 627 Hektar Waldflächen, die die S || BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/gbg-geb%C3%A4ude-und-baumanagement-graz|exact normalized legal-name match",yes
immocontract real estate management gmbh,IMMOcontract Real Estate Management GmbH,IMMOcontract Real Estate Management GmbH,6,kärnten | niederösterreich | oberösterreich | steiermark | wien,dbe2a200-b7a0-42d4-86c9-c84c06edd055 | 7e48ef53-871f-4df9-a369-8ae81c251d37 | 27e694ed-e624-4977-8002-c5421e6944db | 241fc183-0ed1-4a07-817e-e562d67bf00d | 8c23c693-8a8f-4450-be9c-e5ab3f9cfd66 | 9058e0b6-ac3c-42d2-ad3f-5ffae29deb9a,Sternäckerweg 20a 8041 Graz | Hauptplatz 9-13/7 2500 Baden | Lastenstraße 3 9020 Klagenfurt am Wörthersee | Grillparzerstraße 18-20 4020 Linz | Schnirchgasse 17 1030 Wien | Jakov-Lind-Straße 4/2 1020 Wien,http://www.donath.at/,http://www.donath.at/,donath@donath.at,01/587%2015%2081-0,https://firmen.wko.at/immocontract-real-estate-management-gmbh/steiermark/?firmaid=dbe2a200-b7a0-42d4-86c9-c84c06edd055&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,yes,https://www.karriere.at/f/immocontract-real-estate-management,,,"80 [approx] https://www.immocontract.at/karriere :: rtungsplattform bei kununu als Top Company 2026 erfüllt uns mit großer Freude, da sie ein deutlicher Beweis für die hohe Motivation und den außergewöhnlichen Zusammenhalt unseres Team sind. ca. 80 Mitarbeiter > 18 Standorte > 6 offene Positionen Aktuelle Jobangebote Werden Sie Teil unseres erfolgreichen Teams und gestalten Sie die Erfolgsgeschichte mit. Wenn Sie diesen Weg gemeinsam mit uns gehe || 80 [exact] https://www.immocontract.at/karriere :: gsplattform bei kununu als Top Company 2026 erfüllt uns mit großer Freude, da sie ein deutlicher Beweis für die hohe Motivation und den außergewöhnlichen Zusammenhalt unseres Team sind. ca. 80 Mitarbeiter > 18 Standorte > 6 offene Positionen Aktuelle Jobangebote Werden Sie Teil unseres erfolgreichen Teams und gestalten Sie die Erfolgsgeschichte mit. Wenn Sie diesen Weg gemeinsam mit uns gehe",,0,1,0,"GROUP|official/group website|80|80|https://www.immocontract.at/karriere|rtungsplattform bei kununu als Top Company 2026 erfüllt uns mit großer Freude, da sie ein deutlicher Beweis für die hohe Motivation und den außergewöhnlichen Zusammenhalt unseres Team sind. ca. 80 Mitarbeiter > 18 Standorte > 6 offene Positionen Aktuelle Jobangebote Werden Sie Teil unseres erfolgreichen Teams und gestalten Sie die Erfolgsgeschichte mit. Wenn Sie diesen Weg gemeinsam mit uns gehe",yes
immototal immobilientreuhand gmbh,IMMOTOTAL Immobilientreuhand GmbH,IMMOTOTAL Immobilientreuhand GmbH,3,niederösterreich | wien,4dd8d49e-07ed-4c71-ae95-6ac751c87240 | 28d5fec4-6f3e-4490-a70c-2649651bddb6 | 464db760-0235-4942-867e-078b58e2e10e,"Klostergasse 15 2340 Mödling | Schwedenplatz 2, Tür 51 1010 Wien | Eisenbachgasse 11 1130 Wien",http://www.immototal.at/,http://www.immototal.at/ | https://www.immototal.at/,info@immototal.at,+43%20(2236)%2086%20888,https://firmen.wko.at/immototal-immobilientreuhand-gmbh/nieder%c3%b6sterreich/?firmaid=4dd8d49e-07ed-4c71-ae95-6ac751c87240&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,no,,,,"100 [exact] https://www.immototal.at/unternehmen-ueber-uns/ :: höchstes Bestreben. „Klasse“ statt „Masse“: Individuelle, persönliche Betreuung, durch einen zielgruppenorientierten und bewusst selektiv gehaltenen Objektstock. Dadurch kann der betreuende Mitarbeiter 100% Fokus auf Ihre Immobilie legen. Ihr wertvolles Objekt geht nicht „in der Masse unter“. Wir wollen keine Immobilien auf unserer Website bloß zur Schau stellen – wir wollen verkaufen . Vorer",,0,1,0,"GROUP|official/group website|100|100|https://www.immototal.at/unternehmen-ueber-uns/|höchstes Bestreben. „Klasse“ statt „Masse“: Individuelle, persönliche Betreuung, durch einen zielgruppenorientierten und bewusst selektiv gehaltenen Objektstock. Dadurch kann der betreuende Mitarbeiter 100% Fokus auf Ihre Immobilie legen. Ihr wertvolles Objekt geht nicht „in der Masse unter“. Wir wollen keine Immobilien auf unserer Website bloß zur Schau stellen – wir wollen verkaufen . Vorer",yes
ista österreich gmbh,ista Österreich GmbH,ista Österreich GmbH,1,wien,213ad5af-0add-4e26-9f75-44e52383e686,Leopold-Böhm-Straße 12 1030 Wien,http://www.ista.at/,http://www.ista.at/,info@ista.at,+43%2050%20230230,https://firmen.wko.at/ista-%c3%96sterreich-gmbh/wien/?firmaid=213ad5af-0add-4e26-9f75-44e52383e686&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,yes,https://www.karriere.at/f/ista-%C3%B6sterreich,,,"6150 [exact] https://www.ista.com/at/ueberuns/ :: weltweit 450.000 Besitzer:innen und 14 Millionen Gebäuden und Wohnungen gehen, in denen unsere Produkte und Services heute eingesetzt werden. Zahlen und Fakten der weltweiten ista-Standorte 6.150 Mitarbeiter 3,7 Mio. t vermiedene CO₂- Emissionen 43 Mio. funkende Geräte 60 Mio. Geräte 14 Mio. Nutzeinheiten Wohnimmobilien Heizkostenabrechnung Heizungsoptimierung Gewerbe & Industrie Submetering He || 3 [exact] https://www.ista.com/at/ueberuns/ :: it 450.000 Besitzer:innen und 14 Millionen Gebäuden und Wohnungen gehen, in denen unsere Produkte und Services heute eingesetzt werden. Zahlen und Fakten der weltweiten ista-Standorte 6.150 Mitarbeiter 3,7 Mio. t vermiedene CO₂- Emissionen 43 Mio. funkende Geräte 60 Mio. Geräte 14 Mio. Nutzeinheiten Wohnimmobilien Heizkostenabrechnung Heizungsoptimierung Gewerbe & Industrie Submetering Heiz",,0,1,0,"GROUP|official/group website|6150|6150|https://www.ista.com/at/ueberuns/|weltweit 450.000 Besitzer:innen und 14 Millionen Gebäuden und Wohnungen gehen, in denen unsere Produkte und Services heute eingesetzt werden. Zahlen und Fakten der weltweiten ista-Standorte 6.150 Mitarbeiter 3,7 Mio. t vermiedene CO₂- Emissionen 43 Mio. funkende Geräte 60 Mio. Geräte 14 Mio. Nutzeinheiten Wohnimmobilien Heizkostenabrechnung Heizungsoptimierung Gewerbe & Industrie Submetering He",yes
lim management gmbh,LIM-MANAGEMENT GmbH,LIM-MANAGEMENT GmbH,1,wien,010eeb90-7e9f-41ce-b393-6ee8d3c325f3,Albertgasse 1A/12 1080 Wien,http://www.lim-management.at/,http://www.lim-management.at/,office@lim-management.at,+43%20(0)1%20405%2033%2033 | +43%20660%2018%2034%20002,https://firmen.wko.at/lim-management-gmbh-immobilienverwaltung/wien/?firmaid=010eeb90-7e9f-41ce-b393-6ee8d3c325f3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,yes,https://www.karriere.at/f/lim-management-gmbh,11,30,"50 [over] https://www.lim-management.at/ :: bündeln wir alle unsere Immobilienkompetenzen unter einem Dach. Genauer: an unserem Standort in der Albertgasse. Die Limberg-Gruppe besteht aus mehreren eigenständigen Unternehmen, in denen mehr als 50 Mitarbeiter aus den unterschiedlichen Immobiliendisziplinen zusammenarbeiten. In der Limberg-Gruppe bieten wir unseren Kunden alle Dienstleistungen rund um Immobilien an. Von der Verwaltung über die Ve || 50 [exact] https://www.lim-management.at/ :: ir alle unsere Immobilienkompetenzen unter einem Dach. Genauer: an unserem Standort in der Albertgasse. Die Limberg-Gruppe besteht aus mehreren eigenständigen Unternehmen, in denen mehr als 50 Mitarbeiter aus den unterschiedlichen Immobiliendisziplinen zusammenarbeiten. In der Limberg-Gruppe bieten wir unseren Kunden alle Dienstleistungen rund um Immobilien an. Von der Verwaltung über die Ve",,0,1,1,"GROUP|official/group website|50|50|https://www.lim-management.at/|bündeln wir alle unsere Immobilienkompetenzen unter einem Dach. Genauer: an unserem Standort in der Albertgasse. Die Limberg-Gruppe besteht aus mehreren eigenständigen Unternehmen, in denen mehr als 50 Mitarbeiter aus den unterschiedlichen Immobiliendisziplinen zusammenarbeiten. In der Limberg-Gruppe bieten wir unseren Kunden alle Dienstleistungen rund um Immobilien an. Von der Verwaltung über die Ve || BORDER|karriere.at exact employer|11|30|https://www.karriere.at/f/lim-management-gmbh|exact normalized legal-name match",yes
realverwaltung gmbh,Realverwaltung GmbH,Realverwaltung GmbH,1,kärnten,4f8bab4e-76b5-4c93-a9d7-3190d7d88a6f,Koschatstraße 129 9020 Klagenfurt am Wörthersee,http://stefan.rutter@rutter.at/,http://stefan.rutter@rutter.at/,office@rutter.at,+43%20463%2050%2035%2050-0,https://firmen.wko.at/realverwaltung-gmbh/k%c3%a4rnten/?firmaid=4f8bab4e-76b5-4c93-a9d7-3190d7d88a6f&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,yes,https://www.karriere.at/f/realverwaltung,,,100 [exact] https://rutter.at/ :: d nachhaltigen Handelsimmobilien. Das Portfolio umfasst mehr als 40 Retail Parks und Shopping Center mit einer vermietbaren Fläche von über 600.000 m². zahlen & fakten 2 Eigentümer 30 Jahre 100 Mitarbeiter 40 Retail Parks & Shopping Center 600.000 M² Retail - Fläche 1 MRD. Transaktions- Volumen RUTTER IMMOBILIEN GRUPPE Als kompetenter Partner des Handels ist die Rutter Immobilien Gruppe seit || 40 [exact] https://rutter.at/ :: chhaltigen Handelsimmobilien. Das Portfolio umfasst mehr als 40 Retail Parks und Shopping Center mit einer vermietbaren Fläche von über 600.000 m². zahlen & fakten 2 Eigentümer 30 Jahre 100 Mitarbeiter 40 Retail Parks & Shopping Center 600.000 M² Retail - Fläche 1 MRD. Transaktions- Volumen RUTTER IMMOBILIEN GRUPPE Als kompetenter Partner des Handels ist die Rutter Immobilien Gruppe seit übe,,0,1,0,GROUP|official/group website|100|100|https://rutter.at/|d nachhaltigen Handelsimmobilien. Das Portfolio umfasst mehr als 40 Retail Parks und Shopping Center mit einer vermietbaren Fläche von über 600.000 m². zahlen & fakten 2 Eigentümer 30 Jahre 100 Mitarbeiter 40 Retail Parks & Shopping Center 600.000 M² Retail - Fläche 1 MRD. Transaktions- Volumen RUTTER IMMOBILIEN GRUPPE Als kompetenter Partner des Handels ist die Rutter Immobilien Gruppe seit,yes
salinen immobilien gesellschaft m b h,Salinen Immobilien Gesellschaft m.b.H.,Salinen Immobilien Gesellschaft m.b.H.,1,oberösterreich,965c52fa-7ffe-48a6-9d66-df144be7dff1,Salinenplatz 1 4820 Bad Ischl,http://www.salinen.com/,http://www.salinen.com/,office@salinen.com,06132/200-0,https://firmen.wko.at/salinen-immobilien-gesellschaft-mbh/ober%c3%b6sterreich/?firmaid=965c52fa-7ffe-48a6-9d66-df144be7dff1&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,no,no,,,,"580 [exact] https://www.salinen.com/de/unternehmen/salinen-gruppe/salinen-austria-ag/ :: en der Österreichischen Salinen Aktiengesellschaft, zu der ebenfalls die Salzwelten GmbH , die Salinen Beteiligungs GmbH und die Salinen Immobilien Gesellschaft m.b.H. gehören. Aktuell sind 580 Mitarbeiterinnen und Mitarbeiter in Österreich und den acht Vertriebsniederlassungen in Mittel- und Osteuropa beschäftigt. Die Salinen Austria AG ist erfolgreich mit Tochterunternehmen in den Ländern Italie",,0,1,0,"GROUP|official/group website|580|580|https://www.salinen.com/de/unternehmen/salinen-gruppe/salinen-austria-ag/|en der Österreichischen Salinen Aktiengesellschaft, zu der ebenfalls die Salzwelten GmbH , die Salinen Beteiligungs GmbH und die Salinen Immobilien Gesellschaft m.b.H. gehören. Aktuell sind 580 Mitarbeiterinnen und Mitarbeiter in Österreich und den acht Vertriebsniederlassungen in Mittel- und Osteuropa beschäftigt. Die Salinen Austria AG ist erfolgreich mit Tochterunternehmen in den Ländern Italie",yes
strabag property and facility services gmbh,STRABAG Property and Facility Services GmbH,STRABAG Property and Facility Services GmbH,1,wien,fbeabe35-12a5-4bf9-931b-0bfc5bb85e79,Dietrichgasse 25/E-Büro/6.OG 1030 Wien,http://www.strabag-pfs.at/,http://www.strabag-pfs.at/,kundenservice-pfs@strabag.com,+43%20(0)50599%200,https://firmen.wko.at/strabag-property-and-facility-services-gmbh/wien/?firmaid=fbeabe35-12a5-4bf9-931b-0bfc5bb85e79&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,B_LIKELY_30_PLUS_GROUP,30+ evidence exists only in group/global/suspicious-large context,yes,no,,,,"1400 [over] https://www.strabag-pfs.com/at/ueber-uns-at :: nftsorientiert. Unsere größte Stärke? Qualifizierte Mitarbeitende, die täglich ihr Know-how und ihre Leidenschaft für innovative Gebäudelösungen einbringen. STRABAG PFS Österreich in Zahlen Mehr als 1.400 Beschäftigte Gesamtleistung € 97,2 Mio. (Stand 2025) 9 Bundesländer 11 Standorte Nachhaltigkeit © Dee karen/stock.adobe.com Mehr erfahren Unsere Vision © Dmitrii Kotin/stock.adobe.com Mit Building Solut || 1400 [exact] https://www.strabag-pfs.com/at/ueber-uns-at :: tiert. Unsere größte Stärke? Qualifizierte Mitarbeitende, die täglich ihr Know-how und ihre Leidenschaft für innovative Gebäudelösungen einbringen. STRABAG PFS Österreich in Zahlen Mehr als 1.400 Beschäftigte Gesamtleistung € 97,2 Mio. (Stand 2025) 9 Bundesländer 11 Standorte Nachhaltigkeit © Dee karen/stock.adobe.com Mehr erfahren Unsere Vision © Dmitrii Kotin/stock.adobe.com Mit Building Solut",,0,1,0,"GROUP|official/group website|1400|1400|https://www.strabag-pfs.com/at/ueber-uns-at|nftsorientiert. Unsere größte Stärke? Qualifizierte Mitarbeitende, die täglich ihr Know-how und ihre Leidenschaft für innovative Gebäudelösungen einbringen. STRABAG PFS Österreich in Zahlen Mehr als 1.400 Beschäftigte Gesamtleistung € 97,2 Mio. (Stand 2025) 9 Bundesländer 11 Standorte Nachhaltigkeit © Dee karen/stock.adobe.com Mehr erfahren Unsere Vision © Dmitrii Kotin/stock.adobe.com Mit Building Solut",yes
