no,company_name,stage3_scope,primary_dm,primary_dm_role,direct_phone,phone_type,phone_verified,phone_source_url,personal_email,email_type,email_verified,email_source_url,secondary_phone,secondary_email,fallback_company_phone,fallback_company_email,website,contact_summary,contact_confidence,research_notes,stage3_owner_summary,stage3_source_urls,research_complete,manual_reviewed,checked_source_count,checked_source_urls,machine_selected_sources
30,Dr.Gerlich + Co.Hausverwaltung & Facility Management GmbH,MAIN,Peter Genser,Geschäftsführender Gesellschafter / CEO,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Peter Genser / Peter Panowsky owner-management | Peter Genser; Peter Panowsky,https://www.gerlich.at/ueber-uns/team/ | https://firmen.wko.at/drgerlich-cohausverwaltung-und-facility-management-gmbh/salzburg/?firmaid=219f42a8-a4f3-4f4e-9690-4e26dc00712f&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
31,Immobilientreuhand Kluger GmbH,MAIN,Sonja Helfer; Sabine Glösmann,Geschäftsführerinnen / Gesellschafterinnen,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Owner-managers / service-company shareholder | Sonja Helfer; Sabine Glösmann; Technik rund ums Haus Service GmbH,https://www.evi.gv.at/ | https://firmen.wko.at/immobilientreuhand-kluger-gmbh/wien/?firmaid=085657f5-9f16-4690-923d-20497f4158bc&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
32,NV Immobilien GmbH,MAIN,Paul Fruhmann; Jürgen Narath,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,NVB Holding group | NVB Holding GmbH,https://www.evi.gv.at/f/628931z | https://firmen.wko.at/nv-immobilien-gmbh/nieder%c3%b6sterreich/?firmaid=af42e25e-cdfc-4328-8df2-c011a4c322f2&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
33,SES Center Management GmbH,MAIN,Christoph Andexlinger,Geschäftsführer / CEO-level group management,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,SES / SPAR Austria group | Partig Beteiligungs- und Vermögensverwaltungsgesellschaft m.b.H.,https://www.firmenabc.at/ses-center-management-gmbh_DbYY | https://firmen.wko.at/ses-center-management-gmbh/salzburg/?firmaid=79f71352-b685-432e-bc8b-21f56895e524&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
34,Wohnbau 2000 Gesellschaft mbH,MAIN,Jörg Rigger,Owner / Geschäftsführer,+43732779111,C_PERSON_BOUND_OFFICE,yes,https://wohnbau2000.com/unternehmen/team/,none,NONE,no,,,,+431092026,none,http://www.wohnbau2000.at/,Jörg Rigger: C_PERSON_BOUND_OFFICE +43732779111,MEDIUM_HIGH,Machine discovery checked 12 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Jörg Rigger | Jörg Rigger; Janine Karlsböck,https://www.evi.gv.at/f/81674i | https://firmen.wko.at/wohnbau-2000-gesellschaft-mbh-immobilien-bautr%c3%84ger-makler-verwalter/ober%c3%b6sterreich/?firmaid=0371acbe-5cc3-4c87-911b-496bbeed12b2&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,12,https://wohnbau2000.com/ | https://wohnbau2000.com/unternehmen/team/ | https://wohnbau2000.com/ueber-uns | https://wohnbau2000.com/%C3%BCber-uns | https://wohnbau2000.com/management | https://wohnbau2000.com/geschaeftsfuehrung | https://wohnbau2000.com/gesch%C3%A4ftsf%C3%BChrung | https://wohnbau2000.com/kontakt/ | https://wohnbau2000.com/contact | https://wohnbau2000.com/impressum/ | https://wohnbau2000.com/presse/ | https://wohnbau2000.com/service-faqs/downloads/,https://wohnbau2000.com/unternehmen/team/
35,BOE Gebäudemanagement Gesellschaft m.b.H.,MAIN,Manfred Mayer; Karl Ispas,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4317120438,verwaltung@boe.co.at,http://www.boe-parking.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 2 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Concordia/BOE group | Concordia Park Garagen GmbH,https://www.evi.gv.at/f/33879y | https://firmen.wko.at/boe-geb%c3%a4udemanagement-gesellschaft-mbh/tirol/?firmaid=4cef397c-cbbe-45bc-8d3b-21ca36fae81b&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,2,https://www.boe-parking.at/ | https://www.boe-parking.at/impressum,
36,GSA Wohnbauträger GmbH,MAIN,Christian Haidinger,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Institutional housing-owner consortium | Familienwohnbau gemeinnützige Bau- und Siedlungsgesellschaft; BAUSPARERHEIM gemeinnützige Wohnungsgenossenschaft; GSA Genossenschaft; Salzburger Siedlungswerk,https://www.evi.gv.at/f/386661w | https://firmen.wko.at/gsa-wohnbautr%c3%a4ger-gmbh/ober%c3%b6sterreich/?firmaid=9d65930d-0479-4028-9f68-2edde4a97a33&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
37,ista Österreich GmbH,MAIN,Jan Oliver Schlodder; Friedrich Paprotka,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.ista.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 1 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,ista group | ista SE,https://www.ista.com/at/ | https://firmen.wko.at/ista-%c3%96sterreich-gmbh/wien/?firmaid=213ad5af-0add-4e26-9f75-44e52383e686&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,1,https://www.ista.com/at/,
38,PRISMA Zentrum für Standort- und Regionalentwicklung GmbH,MAIN,Bernhard Ölz,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43557222122,none,https://www.prisma-zentrum.com/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 3 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,PRISMA group | PRISMA Holding AG,https://www.evi.gv.at/f/541619z | https://firmen.wko.at/%22prisma%22-zentrum-f%c3%bcr-standort-und-regionalentwicklung-gmbh/salzburg/?firmaid=c4259ce0-2340-4dbd-bdf9-6cf297ee7b3d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,3,https://www.prisma-zentrum.com/ | https://www.prisma-zentrum.com/kontakt | https://www.prisma-zentrum.com/impressum,
39,Unibail-Rodamco Austria Verwaltungs GmbH,MAIN,Jakub Skwarlo; Paul Douay,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Unibail-Rodamco-Westfield group | URW Invest GmbH,https://www.urw.com/ | https://firmen.wko.at/unibail-rodamco-austria-verwaltungs-gmbh/nieder%c3%b6sterreich/?firmaid=558419c0-dc6b-4c90-b866-81e136186aa6&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
40,be real Immobilienmanagement GmbH,MAIN,Lukas Eybel,Owner-controller / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4315353619,office@bereal-immobilien.at,http://www.bereal-immobilien.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 12 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Lukas Eybel via personal holding | Lukas Eybel BeteiligungsgmbH,https://www.evi.gv.at/f/152672v | https://firmen.wko.at/be-real-immobilienmanagement-gmbh/wien/?firmaid=0db5736d-8b4a-41cc-acd4-611f22e60540&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,12,https://www.bereal-immobilien.at/ | https://www.bereal-immobilien.at/team | https://www.bereal-immobilien.at/ueber-uns | https://www.bereal-immobilien.at/%C3%BCber-uns | https://www.bereal-immobilien.at/management | https://www.bereal-immobilien.at/geschaeftsfuehrung | https://www.bereal-immobilien.at/gesch%C3%A4ftsf%C3%BChrung | https://www.bereal-immobilien.at/kontakt | https://www.bereal-immobilien.at/contact | https://www.bereal-immobilien.at/impressum | https://www.bereal-immobilien.at/presse | https://www.bereal-immobilien.at/downloads,
41,GRAWE Immo AG,MAIN,Kristijan Agatic; Manfred Stranz; Stefan Höhn,Vorstand,none,NONE,no,,none,NONE,no,,,,none,none,http://www.gwimmo.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,GRAWE Versicherungsgruppe | GRAWE group / AG shareholder structure,https://www.grawe-immo.at/ | https://firmen.wko.at/grawe-immo-ag/steiermark/?firmaid=3e9afebc-bcab-453c-807d-6ede8fd40f47&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
42,International Campus Austria GmbH,MAIN,Gerhard Hrabik; Wolfgang Quirchmayr,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,International Campus Group | International Campus Group Sàrl,https://www.the-fizz.com/ | https://firmen.wko.at/international-campus-austria-gmbh/wien/?firmaid=09505220-ff99-4ca6-843c-4dbfdcd07ada&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
43,Porsche Immobilien Gesellschaft m.b.H.,MAIN,Wilhelm Felix Strigl; Christian Häupl,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Porsche Holding / Volkswagen group | Porsche Holding Gesellschaft m.b.H.,https://www.porsche-holding.com/ | https://firmen.wko.at/porsche-immobilien-gesellschaft-mbh/salzburg/?firmaid=3aca3e73-9ff6-46d0-8b65-21435521cb21&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
44,Ulreich VerwaltungsGmbH,MAIN,Hans Jörg Ulreich,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Hans Jörg Ulreich | Mag Hans Jörg Ulreich,https://www.firmenatlas.com/firma/393764s | https://firmen.wko.at/ulreich-verwaltungsgmbh/wien/?firmaid=e0e7f760-3864-4381-884e-983d57c858c1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
45,ÖBB-Immobilienmanagement Gesellschaft mbH,MAIN,Erich Pirkl; Claudia Brey,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Republic of Austria via ÖBB-Holding AG | ÖBB-Infrastruktur AG,https://immobilien.oebb.at/ | https://firmen.wko.at/%c3%96bb-immobilienmanagement-gesellschaft-mbh/salzburg/?firmaid=dbe320f6-197f-468e-a099-01772f442235&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
46,Alpen Real Immobilien GmbH,MAIN,Thomas Kletzmayr,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Bamberger/Hartlauer ownership | Eva Maria Bamberger; Ingrid Hartlauer,https://www.alpenreal.at/ | https://firmen.wko.at/alpen-real-immobilien-gmbh/salzburg/?firmaid=9850b2d6-ba5c-4095-b8df-2b52f86737cf&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
47,Dr. Peter Dirnbacher Immobilientreuhand GmbH & Co KG,MAIN,Saeed Akhondi; Barbara Zimmeter-Haidvogel,Geschäftsführer / Kommanditisten,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Three-way partner control through managing GmbH/KG structure | Dr. Peter Dirnbacher Immobilientreuhand GmbH (general partner); Saeed Akhondi; Barbara Zimmeter-Haidvogel; Patrick Jungmann GmbH,https://www.firmenabc.at/dr-peter-dirnbacher-immobilientreuhand-gmbh-co-kg_KHPI | https://firmen.wko.at/dr-peter-dirnbacher-immobilientreuhand-gmbh-und-co-kg/wien/?firmaid=3fb133e5-3502-4017-9c5e-2fad723cd6a1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
48,Immobilienkanzlei Mag. Wolf-Dietrich Schneeweiss e.U.,MAIN,Wolf-Dietrich Schneeweiss,Inhaber,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Wolf-Dietrich Schneeweiss | Mag Wolf-Dietrich Schneeweiss,https://firmen.wko.at/ | https://firmen.wko.at/immobilienkanzlei-mag-wolf-dietrich-schneeweiss-eu/wien/?firmaid=bf8a27a4-170f-47d6-a58d-fd3966bdfeea&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
49,McArthurGlen Management Gesellschaft m.b.H.,MAIN,Mario Schwann,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,McArthurGlen / parent group | McArthurGlen UK Limited,https://www.mcarthurglen.com/ | https://firmen.wko.at/mcarthurglen-management-gesellschaft-mbh/salzburg/?firmaid=c68fab59-adde-430d-b054-1eb93956904f&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
50,SERIA Immobilien & Treuhand GmbH,MAIN,Ulrike Fabian,Geschäftsführerin,none,NONE,no,,fabian@seria.at,A_PERSONAL_VERIFIED,yes,https://seria.at/team/,,,+43316811066,office@seria.at,http://www.seria.at/,Ulrike Fabian: A_PERSONAL_VERIFIED fabian@seria.at,HIGH,Machine discovery checked 5 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Töpfl Privatstiftung via Austria Handel & Treuhand GmbH | Austria Handel & Treuhand GmbH,https://www.seria.at/ | https://firmen.wko.at/seria-immobilien-und-treuhand-gmbh-hausverwaltung-vermittlung-verkauf/steiermark/?firmaid=0e2d9d35-5d13-4736-b993-a3a09946b0a6&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,5,https://seria.at/ | https://seria.at/team/ | https://seria.at/ueber-uns/ | https://seria.at/kontakt/ | https://seria.at/impressum/,https://seria.at/team/
51,Woge Realitäten Gesellschaft m.b.H.,MAIN,Günther Fleihaus; Helene Strizsik,Largest shareholder; Geschäftsführerin,none,NONE,no,,none,NONE,no,,,,none,none,https://www.hausverwaltungwoge.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Günther Fleihaus as largest 50% holder | Günther Fleihaus; Helene Strizsik; Günter Fleihaus; Thomas Christian Mathauser; Nicole Victoria Mathauser,https://www.evi.gv.at/f/125884z | https://firmen.wko.at/woge-realit%c3%a4ten-gesellschaft-mbh/wien/?firmaid=b1f62a6e-5c47-4782-851a-112c0dab2456&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
52,CBRE GmbH,MAIN,Lukas Schwarz; Salomie Robinson,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.cbre.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 2 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,"CBRE Group, Inc. | Relam Amsterdam Holdings B.V.",https://www.cbre.at/ | https://firmen.wko.at/cbre-gmbh-cbre-gmbh/wien/?firmaid=f9385336-8856-4a6b-b913-0574cec1db0a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,2,https://www.cbre.at/ | https://www.cbre.at/ueber-uns,
53,Haus & Grund Immobilien Management GmbH,MAIN,Karin Mayr; Florian Hörmann,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,GIM/IMV group under material Wolfgang Macho control | GIM-Beteiligungsholding GmbH,https://imv.co.at/uber-uns/ | https://firmen.wko.at/haus-und-grund-immobilien-management-gmbh/salzburg/?firmaid=d103a1fd-e6b7-4e9c-98bc-63bf61bb7e87&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
54,KAPPACHER-SELINA Hausverwaltung GmbH,MAIN,Berthold Rindfleisch,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43641260720,office@kappacher-selina.at,https://www.kappacher-selina.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 2 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,SELINA Hausverwaltung u. Facility-Management GmbH / SELINA group | Selina Verwaltung und Gebäudemanagement GmbH,https://www.evi.gv.at/f/431702g | https://www.firmenabc.at/selina-hausverwaltung-u-facility-management-gmbh_DXRv | https://firmen.wko.at/kappacher-selina-hausverwaltung-gmbh-immobilientreuh%c3%a4nder/salzburg/?firmaid=5415d9e1-c8a8-4f86-ac2a-bf21d780840a&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,2,https://www.kappacher-selina.at/ | https://www.kappacher-selina.at/de/service-kontakt.html,
55,Realverwaltung GmbH,MAIN,Stefan Rutter; Christian Harisch,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43151347740,office@rutter.at,http://stefan.rutter@rutter.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 3 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,ECA Privatstiftung and Mona Lisa Privatstiftung | ECA Privatstiftung; Mona Lisa Privatstiftung,https://firmenmonitor.com/firma/realverwaltung-gmbh-249935b | https://firmen.wko.at/realverwaltung-gmbh/k%c3%a4rnten/?firmaid=4f8bab4e-76b5-4c93-a9d7-3190d7d88a6f&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,3,https://rutter.at/ | https://rutter.at/kontakt | https://rutter.at/contact,
56,WARIWODA & RICHTER Immobilientreuhandgesellschaft m.b.H.,MAIN,Michael Wariwoda,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Wariwoda/Richter/Gruber private ownership | Michael Wariwoda; Max Richter; Nicole Gruber,https://www.wariwoda.at/ | https://firmen.wko.at/wariwoda-und-richter-immobilientreuhandgesellschaft-mbh/wien/?firmaid=559ebf25-eaf7-475b-9606-a01fda645de0&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
57,AREV Immobilien Gesellschaft m.b.H.,MAIN,Claus Pargfrieder; Gerald Hommer; Horst Lischka,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43732605533,info@teamsisu.at,http://www.arev.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 4 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,LAWOG and Oberösterreichische Versicherung via AREV Holding GmbH | AREV Holding GmbH,https://www.evi.gv.at/f/384773v | https://www.evi.gv.at/f/383426m | https://firmen.wko.at/arev-immobilien-gesellschaft-mbh/ober%c3%b6sterreich/?firmaid=c161f677-5e7a-4720-945d-e4475d198301&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,4,https://www.arev.at/ | https://www.arev.at/ueber-uns | https://www.arev.at/kontakt | https://www.arev.at/impressum,
58,Franz Kramas Gebäudeverwaltung G.m.b.H.,MAIN,Karl Wiesflecker,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4313177551,none,http://www.kramas.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 3 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Karl Wiesflecker | Karl Wiesflecker,https://www.kramas.at/ | https://firmen.wko.at/franz-kramas-geb%c3%a4udeverwaltung-gmbh/wien/?firmaid=cbd09d2d-cff7-4a30-8a18-11710631c757&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,3,https://www.kramas.at/ | https://www.kramas.at/kontakt/ | https://www.kramas.at/impressum/,
59,IMMOcontract Real Estate Management GmbH,MAIN,Harald Hundskarl; Thomas Sturm,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.donath.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,ADOMO group | ADOMO Beteiligungs GmbH,https://www.immocontract.at/ | https://firmen.wko.at/immocontract-real-estate-management-gmbh/steiermark/?firmaid=dbe2a200-b7a0-42d4-86c9-c84c06edd055&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
60,Palladio Immobilien GmbH,MAIN,Herta Oppitz; Johannes Hafner,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4319043190,none,http://www.palladio-immobilien.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 4 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Palladio group | Palladio Beteiligungs GmbH,https://www.palladio.at/ | https://firmen.wko.at/palladio-immobilien-gmbh/wien/?firmaid=6f77e8b8-4109-46d6-ac85-12ad559c2ce4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,4,https://www.palladio-immobilien.at/ | https://www.palladio-immobilien.at/team/ | https://www.palladio-immobilien.at/kontakt/ | https://www.palladio-immobilien.at/impressum/,
61,Stiller & Hohla Immobilientreuhänder GmbH,MAIN,Leo Hohla; Franz Stiller,Owner-family Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4366265850,none,http://www.stiller-hohla.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 5 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Hohla family holding and Stiller family holding | Hohla Holding GmbH; Stiller Holding GmbH,https://www.stiller-hohla.at/ | https://firmen.wko.at/stiller-und-hohla-immobilientreuh%c3%a4nder-gmbh/salzburg/?firmaid=7a1bd960-03ae-4c71-a887-9adeda32eef0&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,5,https://stiller-hohla.at/ | https://stiller-hohla.at/team/ | https://stiller-hohla.at/kontakt/ | https://stiller-hohla.at/impressum/ | https://stiller-hohla.at/downloads/,
62,WSE Wiener Standortentwicklung GmbH,MAIN,Josef Herwei; Andreas Meinhold,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 0 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,City of Vienna via Wien Holding | Wien Holding GmbH,https://www.wse.at/ | https://firmen.wko.at/wse-wiener-standortentwicklung-gmbh/wien/?firmaid=9e4cd29e-fc6c-43c2-afca-24c24f3a43b3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,0,,
63,Brichard Immobilien GmbH,MAIN,Oliver Brichard,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,+4313692450,office@brichard.at,http://www.brichard.at/,NO_DIRECT_CONTACT_FOUND in machine pass; manual/agent verification required,MEDIUM,Machine discovery checked 3 fetched public sources plus exact-name searches/PDF discovery. Snippet-only evidence is not treated as verified. Manual review pending.,Brichard/Trescher private ownership | Oliver Brichard; Robert Trescher,https://www.brichard.at/ueber-uns/team/ | https://firmen.wko.at/brichard-immobilien-gmbh/wien/?firmaid=ddcbf14e-575a-457e-a7ac-3ba72a9cabb5&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,machine_only,no,3,https://www.brichard.at/ | https://www.brichard.at/ueber-uns/ | https://www.brichard.at/kontakt/,
