no,company_name,stage3_scope,primary_dm,primary_dm_role,direct_phone,phone_type,phone_verified,phone_source_url,personal_email,email_type,email_verified,email_source_url,secondary_phone,secondary_email,fallback_company_phone,fallback_company_email,website,contact_summary,contact_confidence,research_notes,stage3_owner_summary,stage3_source_urls,research_complete,manual_reviewed,checked_source_count,checked_source_urls,machine_selected_sources
27,Salzburg Wohnbau GmbH,MAIN,Georg Grundbichler; Thomas Maierhofer,Geschäftsführer,+4366488477888,A_MOBILE_PUBLIC,yes,https://www.incite.at/de/expertinnen-mit-zertifikat/grundbichler-georg.html,g.grundbichler@salzburg-wohnbau.at,A_PERSONAL_VERIFIED,yes,https://www.salzburg-wohnbau.at/unternehmen/geschaeftsleitung/,Thomas Maierhofer: +43 662 2066 323 [B_DIRECT_DIAL],Thomas Maierhofer: t.maierhofer@salzburg-wohnbau.at [A_PERSONAL_VERIFIED],+4366220660,office@salzburg-wohnbau.at,http://www.salzburg-wohnbau.at/,A_MOBILE_PUBLIC: +4366488477888; A_PERSONAL_VERIFIED: g.grundbichler@salzburg-wohnbau.at; fallback saved,HIGH,Official Salzburg Wohnbau management page gives personal DW/email for both MDs; WKO Incite expert page additionally publishes Georg Grundbichler mobile.,Current shareholder group | BAUSPARERHEIM gemeinnützige Wohnungsgenossenschaft; Mag Walter Haas; Sandra Hasenauer; Ing Manfred Sampl,https://www.evi.gv.at/f/212888x | https://firmen.wko.at/salzburg-wohnbau-gmbh-immobilientreuh%c3%a4nder-immobilienmakler-immobilienverwalter/salzburg/?firmaid=73b2127c-dd25-4908-a82e-82bf680f9849&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,5,https://www.salzburg-wohnbau.at/ | https://www.salzburg-wohnbau.at/team/ | https://www.salzburg-wohnbau.at/impressum/ | https://www.salzburg-wohnbau.at/pressegespraech-2020/ | https://www.salzburg-wohnbau.at/downloads/ | https://www.incite.at/de/expertinnen-mit-zertifikat/grundbichler-georg.html | https://www.salzburg-wohnbau.at/unternehmen/geschaeftsleitung/,
28,WEVIG Wohnungseigentumsverwaltungs- und Immobilientreuhand-Gesellschaft m.b.H.,MAIN,Robert Zier; Bernhard Raffelsberger,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4314860608,office@wevig.at,https://wevig.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Familienwohnbau group / institutional housing owners | Familienwohnbau gemeinnützige Bau- und Siedlungsgesellschaft m.b.H.; Familienwohnbau Niederösterreich gemeinnützige Wohnbau GmbH; Gesellschaft zur Förderung ökosozialer und familiengerechter Wohnungen GmbH,https://www.firmenabc.at/wevig-wohnungseigentumsverwaltungs-und-immobilientreuhand-ge_EuUt | https://firmen.wko.at/wevig-wohnungseigentumsverwaltungs-und-immobilientreuhand-gesellschaft-mbh/nieder%c3%b6sterreich/?firmaid=382f262c-0390-48ea-a925-d110875546f3&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,8,https://www.wevig.at/ | https://www.wevig.at/team/ | https://www.wevig.at/impressum/ | https://www.wevig.at/downloads/ | https://www.wevig.at/wp-content/uploads/2023/01/SEPA-Einzugsermaechtigung_neu.pdf | https://www.wevig.at/wp-content/uploads/2023/01/Vollmacht-fuer-Hausversammlung.pdf | https://www.wevig.at/wp-content/uploads/2023/01/Aenderung_Versandadresse.pdf | https://www.wevig.at/wp-content/uploads/2023/01/Antrag-Schluesselbestaetigung.pdf,
29,Apleona Real Estate AT GmbH,MAIN,Julia Rahner; Michael Bucher,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,https://www.realestate.apleona.at/,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Apleona group | Apleona Real Estate GmbH,https://www.realestate.apleona.at/ | https://firmen.wko.at/apleona-real-estate-at-gmbh/wien/?firmaid=0c7fae37-ce34-4376-be1a-e8458a034c13&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
30,Dr.Gerlich + Co.Hausverwaltung & Facility Management GmbH,MAIN,Peter Genser,Geschäftsführender Gesellschafter / CEO,none,NONE,no,,peter.genser@gerlich.at,A_PERSONAL_VERIFIED,yes,https://www.gerlich.at/,,,+436626212150,office@gerlich.at,,A_PERSONAL_VERIFIED: peter.genser@gerlich.at; fallback saved,MEDIUM_HIGH,Personal Peter Genser business email is publicly published in business context; central -0 is not promoted as direct.,Peter Genser / Peter Panowsky owner-management | Peter Genser; Peter Panowsky,https://www.gerlich.at/ueber-uns/team/ | https://firmen.wko.at/drgerlich-cohausverwaltung-und-facility-management-gmbh/salzburg/?firmaid=219f42a8-a4f3-4f4e-9690-4e26dc00712f&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.gerlich.at/,
31,Immobilientreuhand Kluger GmbH,MAIN,Sonja Helfer; Sabine Glösmann,Geschäftsführerinnen / Gesellschafterinnen,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Owner-managers / service-company shareholder | Sonja Helfer; Sabine Glösmann; Technik rund ums Haus Service GmbH,https://www.evi.gv.at/ | https://firmen.wko.at/immobilientreuhand-kluger-gmbh/wien/?firmaid=085657f5-9f16-4690-923d-20497f4158bc&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
32,NV Immobilien GmbH,MAIN,Paul Fruhmann; Jürgen Narath,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent reviewed official domain and exact-name/company searches; no sufficiently strong public direct contact for Stage-3 Primary DMs was found.,NVB Holding group | NVB Holding GmbH,https://www.evi.gv.at/f/628931z | https://firmen.wko.at/nv-immobilien-gmbh/nieder%c3%b6sterreich/?firmaid=af42e25e-cdfc-4328-8df2-c011a4c322f2&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
33,SES Center Management GmbH,MAIN,Christoph Andexlinger,Geschäftsführer / CEO-level group management,none,NONE,no,,christoph.andexlinger@ses-european.com,A_PERSONAL_VERIFIED,yes,https://www.ses-european.com/kontakt/,,,+4366244710,office@ses-european.com,,A_PERSONAL_VERIFIED: christoph.andexlinger@ses-european.com; fallback saved,HIGH,"Official SES contact page explicitly publishes Christoph Andexlinger personal business email; listed -0 phone remains fallback, not direct.",SES / SPAR Austria group | Partig Beteiligungs- und Vermögensverwaltungsgesellschaft m.b.H.,https://www.firmenabc.at/ses-center-management-gmbh_DbYY | https://firmen.wko.at/ses-center-management-gmbh/salzburg/?firmaid=79f71352-b685-432e-bc8b-21f56895e524&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.ses-european.com/kontakt/,
34,Wohnbau 2000 Gesellschaft mbH,MAIN,Jörg Rigger,Owner / Geschäftsführer,none,NONE,no,https://wohnbau2000.com/unternehmen/team/,none,NONE,no,,,,+431092026,none,http://www.wohnbau2000.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Jörg Rigger | Jörg Rigger; Janine Karlsböck,https://www.evi.gv.at/f/81674i | https://firmen.wko.at/wohnbau-2000-gesellschaft-mbh-immobilien-bautr%c3%84ger-makler-verwalter/ober%c3%b6sterreich/?firmaid=0371acbe-5cc3-4c87-911b-496bbeed12b2&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,12,https://wohnbau2000.com/ | https://wohnbau2000.com/unternehmen/team/ | https://wohnbau2000.com/ueber-uns | https://wohnbau2000.com/%C3%BCber-uns | https://wohnbau2000.com/management | https://wohnbau2000.com/geschaeftsfuehrung | https://wohnbau2000.com/gesch%C3%A4ftsf%C3%BChrung | https://wohnbau2000.com/kontakt/ | https://wohnbau2000.com/contact | https://wohnbau2000.com/impressum/ | https://wohnbau2000.com/presse/ | https://wohnbau2000.com/service-faqs/downloads/,https://wohnbau2000.com/unternehmen/team/
35,BOE Gebäudemanagement Gesellschaft m.b.H.,MAIN,Manfred Mayer; Karl Ispas,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4317120438,verwaltung@boe.co.at,http://www.boe-parking.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Concordia/BOE group | Concordia Park Garagen GmbH,https://www.evi.gv.at/f/33879y | https://firmen.wko.at/boe-geb%c3%a4udemanagement-gesellschaft-mbh/tirol/?firmaid=4cef397c-cbbe-45bc-8d3b-21ca36fae81b&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,2,https://www.boe-parking.at/ | https://www.boe-parking.at/impressum,
36,GSA Wohnbauträger GmbH,MAIN,Christian Haidinger,Geschäftsführer,+43732711192,C_PERSON_BOUND_OFFICE,yes,https://www.gsa-wohnbau.at/ueber-uns/team/,none,NONE,no,,,,none,none,,C_PERSON_BOUND_OFFICE: +43732711192,MEDIUM_HIGH,Official GSA team page explicitly lists Christian Haidinger with this business phone; it is not treated as mobile or personal DW.,Institutional housing-owner consortium | Familienwohnbau gemeinnützige Bau- und Siedlungsgesellschaft; BAUSPARERHEIM gemeinnützige Wohnungsgenossenschaft; GSA Genossenschaft; Salzburger Siedlungswerk,https://www.evi.gv.at/f/386661w | https://firmen.wko.at/gsa-wohnbautr%c3%a4ger-gmbh/ober%c3%b6sterreich/?firmaid=9d65930d-0479-4028-9f68-2edde4a97a33&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.gsa-wohnbau.at/ueber-uns/team/,
37,ista Österreich GmbH,MAIN,Jan Oliver Schlodder; Friedrich Paprotka,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,http://www.ista.at/,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,ista group | ista SE,https://www.ista.com/at/ | https://firmen.wko.at/ista-%c3%96sterreich-gmbh/wien/?firmaid=213ad5af-0add-4e26-9f75-44e52383e686&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,1,https://www.ista.com/at/,
38,PRISMA Zentrum für Standort- und Regionalentwicklung GmbH,MAIN,Bernhard Ölz,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43557222122,none,https://www.prisma-zentrum.com/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,"Agent reviewed PRISMA management/news/contact pages and exact Bernhard Ölz searches. Public management contacts found for other executives, but no exact Bernhard Ölz direct contact was promoted.",PRISMA group | PRISMA Holding AG,https://www.evi.gv.at/f/541619z | https://firmen.wko.at/%22prisma%22-zentrum-f%c3%bcr-standort-und-regionalentwicklung-gmbh/salzburg/?firmaid=c4259ce0-2340-4dbd-bdf9-6cf297ee7b3d&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,3,https://www.prisma-zentrum.com/ | https://www.prisma-zentrum.com/kontakt | https://www.prisma-zentrum.com/impressum,
39,Unibail-Rodamco Austria Verwaltungs GmbH,MAIN,Jakub Skwarlo; Paul Douay,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Unibail-Rodamco-Westfield group | URW Invest GmbH,https://www.urw.com/ | https://firmen.wko.at/unibail-rodamco-austria-verwaltungs-gmbh/nieder%c3%b6sterreich/?firmaid=558419c0-dc6b-4c90-b866-81e136186aa6&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
40,be real Immobilienmanagement GmbH,MAIN,Lukas Eybel,Owner-controller / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+4315353619,office@bereal-immobilien.at,http://www.bereal-immobilien.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Lukas Eybel via personal holding | Lukas Eybel BeteiligungsgmbH,https://www.evi.gv.at/f/152672v | https://firmen.wko.at/be-real-immobilienmanagement-gmbh/wien/?firmaid=0db5736d-8b4a-41cc-acd4-611f22e60540&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,12,https://www.bereal-immobilien.at/ | https://www.bereal-immobilien.at/team | https://www.bereal-immobilien.at/ueber-uns | https://www.bereal-immobilien.at/%C3%BCber-uns | https://www.bereal-immobilien.at/management | https://www.bereal-immobilien.at/geschaeftsfuehrung | https://www.bereal-immobilien.at/gesch%C3%A4ftsf%C3%BChrung | https://www.bereal-immobilien.at/kontakt | https://www.bereal-immobilien.at/contact | https://www.bereal-immobilien.at/impressum | https://www.bereal-immobilien.at/presse | https://www.bereal-immobilien.at/downloads,
41,GRAWE Immo AG,MAIN,Kristijan Agatic; Manfred Stranz; Stefan Höhn,Vorstand,+433168323398022,B_DIRECT_DIAL,yes,https://www.grawewohnen.at/uber-uns/,none,NONE,no,,Manfred Stranz: +43 316 832339-8017 [B_DIRECT_DIAL] | Stefan Höhn: +43 316 832339-8029 [B_DIRECT_DIAL],,none,none,http://www.gwimmo.at/,B_DIRECT_DIAL: +433168323398022,HIGH,Official GRAWEwohnen board page explicitly publishes individual DWs for all three Stage-3 Primary DMs.,GRAWE Versicherungsgruppe | GRAWE group / AG shareholder structure,https://www.grawe-immo.at/ | https://firmen.wko.at/grawe-immo-ag/steiermark/?firmaid=3e9afebc-bcab-453c-807d-6ede8fd40f47&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.grawewohnen.at/uber-uns/,
42,International Campus Austria GmbH,MAIN,Gerhard Hrabik; Wolfgang Quirchmayr,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,International Campus Group | International Campus Group Sàrl,https://www.the-fizz.com/ | https://firmen.wko.at/international-campus-austria-gmbh/wien/?firmaid=09505220-ff99-4ca6-843c-4dbfdcd07ada&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
43,Porsche Immobilien Gesellschaft m.b.H.,MAIN,Wilhelm Felix Strigl; Christian Häupl,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Porsche Holding / Volkswagen group | Porsche Holding Gesellschaft m.b.H.,https://www.porsche-holding.com/ | https://firmen.wko.at/porsche-immobilien-gesellschaft-mbh/salzburg/?firmaid=3aca3e73-9ff6-46d0-8b65-21435521cb21&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
44,Ulreich VerwaltungsGmbH,MAIN,Hans Jörg Ulreich,Owner / Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Hans Jörg Ulreich | Mag Hans Jörg Ulreich,https://www.firmenatlas.com/firma/393764s | https://firmen.wko.at/ulreich-verwaltungsgmbh/wien/?firmaid=e0e7f760-3864-4381-884e-983d57c858c1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
45,ÖBB-Immobilienmanagement Gesellschaft mbH,MAIN,Erich Pirkl; Claudia Brey,Geschäftsführer,+436646170303,A_MOBILE_PUBLIC,yes,https://www.salonreal.at/mitglieder/,claudia.brey@oebb.at,A_PERSONAL_VERIFIED,yes,https://www.salonreal.at/mitglieder/,,,none,none,,A_MOBILE_PUBLIC: +436646170303; A_PERSONAL_VERIFIED: claudia.brey@oebb.at,HIGH,Salon Real public member directory explicitly identifies Claudia Brey as ÖBB-Immobilienmanagement MD and publishes mobile/email.,Republic of Austria via ÖBB-Holding AG | ÖBB-Infrastruktur AG,https://immobilien.oebb.at/ | https://firmen.wko.at/%c3%96bb-immobilienmanagement-gesellschaft-mbh/salzburg/?firmaid=dbe320f6-197f-468e-a099-01772f442235&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.salonreal.at/mitglieder/,
46,Alpen Real Immobilien GmbH,MAIN,Thomas Kletzmayr,Geschäftsführer,+43725245593,C_PERSON_BOUND_OFFICE,yes,https://www.alpenreal.at/team.xhtml,thomas.kletzmayr@alpenreal.at,A_PERSONAL_VERIFIED,yes,https://www.alpenreal.at/team.xhtml,,,none,none,,C_PERSON_BOUND_OFFICE: +43725245593; A_PERSONAL_VERIFIED: thomas.kletzmayr@alpenreal.at,HIGH,Official Alpen Real team page explicitly publishes Thomas Kletzmayr business email and person-bound office phone.,Bamberger/Hartlauer ownership | Eva Maria Bamberger; Ingrid Hartlauer,https://www.alpenreal.at/ | https://firmen.wko.at/alpen-real-immobilien-gmbh/salzburg/?firmaid=9850b2d6-ba5c-4095-b8df-2b52f86737cf&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://www.alpenreal.at/team.xhtml,
47,Dr. Peter Dirnbacher Immobilientreuhand GmbH & Co KG,MAIN,Saeed Akhondi; Barbara Zimmeter-Haidvogel,Geschäftsführer / Kommanditisten,+4314044579,B_DIRECT_DIAL,yes,https://dirnbacher.at/team/,s.akhondi@dirnbacher.at,A_PERSONAL_VERIFIED,yes,https://dirnbacher.at/team/,Barbara Zimmeter-Haidvogel: +43 1 40445-32 [B_DIRECT_DIAL],Barbara Zimmeter-Haidvogel: b.zimmeter-haidvogel@dirnbacher.at [A_PERSONAL_VERIFIED],none,none,,B_DIRECT_DIAL: +4314044579; A_PERSONAL_VERIFIED: s.akhondi@dirnbacher.at,HIGH,Official Dirnbacher team page publishes direct DW and personal email for both managing directors.,Three-way partner control through managing GmbH/KG structure | Dr. Peter Dirnbacher Immobilientreuhand GmbH (general partner); Saeed Akhondi; Barbara Zimmeter-Haidvogel; Patrick Jungmann GmbH,https://www.firmenabc.at/dr-peter-dirnbacher-immobilientreuhand-gmbh-co-kg_KHPI | https://firmen.wko.at/dr-peter-dirnbacher-immobilientreuhand-gmbh-und-co-kg/wien/?firmaid=3fb133e5-3502-4017-9c5e-2fad723cd6a1&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://dirnbacher.at/team/,
48,Immobilienkanzlei Mag. Wolf-Dietrich Schneeweiss e.U.,MAIN,Wolf-Dietrich Schneeweiss,Inhaber,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Wolf-Dietrich Schneeweiss | Mag Wolf-Dietrich Schneeweiss,https://firmen.wko.at/ | https://firmen.wko.at/immobilienkanzlei-mag-wolf-dietrich-schneeweiss-eu/wien/?firmaid=bf8a27a4-170f-47d6-a58d-fd3966bdfeea&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
49,McArthurGlen Management Gesellschaft m.b.H.,MAIN,Mario Schwann,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,McArthurGlen / parent group | McArthurGlen UK Limited,https://www.mcarthurglen.com/ | https://firmen.wko.at/mcarthurglen-management-gesellschaft-mbh/salzburg/?firmaid=c68fab59-adde-430d-b054-1eb93956904f&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
50,SERIA Immobilien & Treuhand GmbH,MAIN,Ulrike Fabian,Geschäftsführerin,+4331681106617,B_DIRECT_DIAL,yes,https://seria.at/team/,fabian@seria.at,A_PERSONAL_VERIFIED,yes,https://seria.at/team/,,,+43316811066,office@seria.at,http://www.seria.at/,B_DIRECT_DIAL: +4331681106617; A_PERSONAL_VERIFIED: fabian@seria.at; fallback saved,HIGH,Official SERIA team page explicitly publishes Ulrike Fabian DW and business email.,Töpfl Privatstiftung via Austria Handel & Treuhand GmbH | Austria Handel & Treuhand GmbH,https://www.seria.at/ | https://firmen.wko.at/seria-immobilien-und-treuhand-gmbh-hausverwaltung-vermittlung-verkauf/steiermark/?firmaid=0e2d9d35-5d13-4736-b993-a3a09946b0a6&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,5,https://seria.at/ | https://seria.at/team/ | https://seria.at/ueber-uns/ | https://seria.at/kontakt/ | https://seria.at/impressum/,https://seria.at/team/
51,Woge Realitäten Gesellschaft m.b.H.,MAIN,Günther Fleihaus; Helene Strizsik,Largest shareholder; Geschäftsführerin,none,NONE,no,,none,NONE,no,,,,none,none,https://www.hausverwaltungwoge.at/,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Günther Fleihaus as largest 50% holder | Günther Fleihaus; Helene Strizsik; Günter Fleihaus; Thomas Christian Mathauser; Nicole Victoria Mathauser,https://www.evi.gv.at/f/125884z | https://firmen.wko.at/woge-realit%c3%a4ten-gesellschaft-mbh/wien/?firmaid=b1f62a6e-5c47-4782-851a-112c0dab2456&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
52,CBRE GmbH,MAIN,Lukas Schwarz; Salomie Robinson,Geschäftsführer,+436767995160,A_MOBILE_PUBLIC,yes,https://www.cbre.at/people/lukas-schwarz,none,NONE,no,,,,none,none,http://www.cbre.at/,A_MOBILE_PUBLIC: +436767995160,HIGH,Official CBRE public profile publishes Lukas Schwarz mobile/direct business contact.,"CBRE Group, Inc. | Relam Amsterdam Holdings B.V.",https://www.cbre.at/ | https://firmen.wko.at/cbre-gmbh-cbre-gmbh/wien/?firmaid=f9385336-8856-4a6b-b913-0574cec1db0a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,2,https://www.cbre.at/ | https://www.cbre.at/ueber-uns | https://www.cbre.at/people/lukas-schwarz,
53,Haus & Grund Immobilien Management GmbH,MAIN,Karin Mayr; Florian Hörmann,Geschäftsführer,none,NONE,no,,mayr@hausundgrund.at,A_PERSONAL_VERIFIED,yes,https://hausundgrund.at/unternehmen/ueber-uns/,,,none,none,,A_PERSONAL_VERIFIED: mayr@hausundgrund.at,HIGH,Official Haus & Grund management page explicitly publishes Karin Mayr personal business email.,GIM/IMV group under material Wolfgang Macho control | GIM-Beteiligungsholding GmbH,https://imv.co.at/uber-uns/ | https://firmen.wko.at/haus-und-grund-immobilien-management-gmbh/salzburg/?firmaid=d103a1fd-e6b7-4e9c-98bc-63bf61bb7e87&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,https://hausundgrund.at/unternehmen/ueber-uns/,
54,KAPPACHER-SELINA Hausverwaltung GmbH,MAIN,Berthold Rindfleisch,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43641260720,office@kappacher-selina.at,https://www.kappacher-selina.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,SELINA Hausverwaltung u. Facility-Management GmbH / SELINA group | Selina Verwaltung und Gebäudemanagement GmbH,https://www.evi.gv.at/f/431702g | https://www.firmenabc.at/selina-hausverwaltung-u-facility-management-gmbh_DXRv | https://firmen.wko.at/kappacher-selina-hausverwaltung-gmbh-immobilientreuh%c3%a4nder/salzburg/?firmaid=5415d9e1-c8a8-4f86-ac2a-bf21d780840a&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,2,https://www.kappacher-selina.at/ | https://www.kappacher-selina.at/de/service-kontakt.html,
55,Realverwaltung GmbH,MAIN,Stefan Rutter; Christian Harisch,Geschäftsführer,none,NONE,no,,none,NONE,no,,,,+43151347740,office@rutter.at,http://stefan.rutter@rutter.at/,NO_DIRECT_CONTACT_FOUND; fallback saved,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,ECA Privatstiftung and Mona Lisa Privatstiftung | ECA Privatstiftung; Mona Lisa Privatstiftung,https://firmenmonitor.com/firma/realverwaltung-gmbh-249935b | https://firmen.wko.at/realverwaltung-gmbh/k%c3%a4rnten/?firmaid=4f8bab4e-76b5-4c93-a9d7-3190d7d88a6f&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,3,https://rutter.at/ | https://rutter.at/kontakt | https://rutter.at/contact,
56,WARIWODA & RICHTER Immobilientreuhandgesellschaft m.b.H.,MAIN,Michael Wariwoda,Geschäftsführer / Gesellschafter,none,NONE,no,,none,NONE,no,,,,none,none,,NO_DIRECT_CONTACT_FOUND,MEDIUM,Agent/manual review completed: official-domain machine crawl plus exact Primary-DM/company public-web research; no verified direct person contact found. Best machine company fallback is retained where available. Central numbers are not direct; generic emails remain fallback.,Wariwoda/Richter/Gruber private ownership | Michael Wariwoda; Max Richter; Nicole Gruber,https://www.wariwoda.at/ | https://firmen.wko.at/wariwoda-und-richter-immobilientreuhandgesellschaft-mbh/wien/?firmaid=559ebf25-eaf7-475b-9606-a01fda645de0&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,yes,yes,0,,
