firmaid,company_name,business_label,street,postal_code,city,address,phones,email,all_emails,website,all_websites,states_seen,wko_state_record_count,profile_url
a3316f89-b751-4fef-8920-4c4d98099c41,Essam Faltas,Faltas-Consulting,Gentzgasse 22-24/4/1,1180,Wien,Gentzgasse 22-24/4/1 1180 Wien,+43%201%20470%2088%208811 | +43%20660%20404%2066%2095,office@faltas.at,office@faltas.at,http://www.faltas.at/,http://www.faltas.at/,wien,1,https://firmen.wko.at/essam-faltas-faltas-consulting/wien/?firmaid=a3316f89-b751-4fef-8920-4c4d98099c41&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
05b968f5-409c-497e-a361-de56921403bc,EUREAL Realitäten-Gesellschaft m.b.H.,EUREAL REALITÄTEN Ges.m.b.H,Ginzkeyplatz 11,5020,Salzburg,Ginzkeyplatz 11 5020 Salzburg,0662/621%20380,hausverwaltung@eureal.net,hausverwaltung@eureal.net,,,salzburg,1,https://firmen.wko.at/eureal-realit%c3%a4ten-gesellschaft-mbh-eureal-realit%c3%84ten-gesmbh/salzburg/?firmaid=05b968f5-409c-497e-a361-de56921403bc&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
00d7539c-8d3b-48e6-9061-91f58f9541d3,"Europe Holding Investing, Managing & Participating GmbH",EUROPE HOLDING GmbH,Leo-Mathauser-Gasse 66/5,1230,Wien,Leo-Mathauser-Gasse 66/5 1230 Wien,+43%201%208901571%2010,e.holding@europe-holding.eu,e.holding@europe-holding.eu,http://www.europe-holding.eu/,http://www.europe-holding.eu/,wien,1,https://firmen.wko.at/europe-holding-investing-managing-und-participating-gmbh-europe-holding-gmbh/wien/?firmaid=00d7539c-8d3b-48e6-9061-91f58f9541d3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
38275252-5cdd-4d3c-b692-612860c0ad85,"Europe Plan Architects, Engineers & Experts GmbH",EUROPE PLAN GmbH,"Leo-Mathauser-Gasse 66, Tür 5",1230,Wien,"Leo-Mathauser-Gasse 66, Tür 5 1230 Wien",+43%201%20890157130 | +43%20664%202532515,e.plan@europe-plan.eu,e.plan@europe-plan.eu,http://www.europe-plan.eu/,http://www.europe-plan.eu/,wien,1,https://firmen.wko.at/europe-plan-architects-engineers-und-experts-gmbh-europe-plan-gmbh/wien/?firmaid=38275252-5cdd-4d3c-b692-612860c0ad85&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
e338fdc4-c57b-4642-b9dc-f02ea7226a42,"Europe Real Consulting, Developing & Marketing GmbH",alles rund um die bauten & immobilien,Leo-Mathauser-Gasse 66/5,1230,Wien,Leo-Mathauser-Gasse 66/5 1230 Wien,+43%201%208901571%2020 | +43%20664%202532515,e.real@europe-real.eu,e.real@europe-real.eu,http://www.europe-real.eu/,http://www.europe-real.eu/,wien,1,https://firmen.wko.at/europe-real-consulting-developing-und-marketing-gmbh-alles-rund-um-die-bauten-und-immobilien/wien/?firmaid=e338fdc4-c57b-4642-b9dc-f02ea7226a42&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
493f32da-8e59-4313-a250-06943c0a84b3,"Eva Bretterklieber, MSc",,Am Laternenhang 5,8046,Stattegg,Am Laternenhang 5 8046 Stattegg,,,,,,steiermark,1,https://firmen.wko.at/eva-bretterklieber-msc/steiermark/?firmaid=493f32da-8e59-4313-a250-06943c0a84b3&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
f75709fe-cf1f-4409-9ca0-6c29a9266a3c,Eva Stiermayr,,Schellinggasse 6/7,1010,Wien,Schellinggasse 6/7 1010 Wien,0664/301%2042%2007,,,,,wien,1,https://firmen.wko.at/eva-stiermayr/wien/?firmaid=f75709fe-cf1f-4409-9ca0-6c29a9266a3c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
11264743-28b4-430f-82fa-754e7a3b88db,EVD Asset Management GmbH,,Gabrielerstraße 58,2344,Maria Enzersdorf,Gabrielerstraße 58 2344 Maria Enzersdorf,,,,,,niederösterreich,1,https://firmen.wko.at/evd-asset-management-gmbh/nieder%c3%b6sterreich/?firmaid=11264743-28b4-430f-82fa-754e7a3b88db&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
ce1c246f-cee6-4e2b-922c-8bffd9824675,Ewald Roschka Gesellschaft m.b.H.,,"Witthauergasse 29, Tür 6",1180,Wien,"Witthauergasse 29, Tür 6 1180 Wien",01%20214%2002%2011-0,roschka@chello.at,roschka@chello.at,,,wien,1,https://firmen.wko.at/ewald-roschka-gesellschaft-mbh/wien/?firmaid=ce1c246f-cee6-4e2b-922c-8bffd9824675&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
12dd57f8-924f-4476-8b2f-00c8b0bf0b6b,Ewalt Gerersdorfer,,Ettenreichgasse 9/13,1100,Wien,Ettenreichgasse 9/13 1100 Wien,01/604%2035%2076,immobilien@gerersdorfer.com,immobilien@gerersdorfer.com,,,wien,1,https://firmen.wko.at/ewalt-gerersdorfer/wien/?firmaid=12dd57f8-924f-4476-8b2f-00c8b0bf0b6b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
b97ad177-6715-469d-ac16-3939d459050f,EWD Management GmbH,,Palmersstraße 6-8,2351,Wiener Neudorf,Palmersstraße 6-8 2351 Wiener Neudorf,,,,,,niederösterreich,1,https://firmen.wko.at/ewd-management-gmbh/nieder%c3%b6sterreich/?firmaid=b97ad177-6715-469d-ac16-3939d459050f&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
0a6d9a42-adce-48d9-81f0-f626bf33b640,F & S Real Estate Solutions GmbH,,Warneckestraße 10,1110,Wien,Warneckestraße 10 1110 Wien,,,,,,wien,1,https://firmen.wko.at/f-und-s-real-estate-solutions-gmbh/wien/?firmaid=0a6d9a42-adce-48d9-81f0-f626bf33b640&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
063047aa-4f42-47ca-80a6-c5d7dd82a464,F & S Real Estate Solutions GmbH,,Reichsstraße 22,2401,Fischamend,Reichsstraße 22 2401 Fischamend,,,,,,niederösterreich,1,https://firmen.wko.at/f-und-s-real-estate-solutions-gmbh/nieder%c3%b6sterreich/?firmaid=063047aa-4f42-47ca-80a6-c5d7dd82a464&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
1115f6ab-3c21-4087-9682-4d44a82600ee,F & S Real Estate Solutions GmbH,,Hofer Straße 1,3382,Loosdorf,Hofer Straße 1 3382 Loosdorf,,,,,,niederösterreich,1,https://firmen.wko.at/f-und-s-real-estate-solutions-gmbh/nieder%c3%b6sterreich/?firmaid=1115f6ab-3c21-4087-9682-4d44a82600ee&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
584b13f5-dd0c-4772-8e8e-4b944cf50894,F & S Real Estate Solutions GmbH,,Gewerbegebiet Nord 5,5204,Straßwalchen,Gewerbegebiet Nord 5 5204 Straßwalchen,,,,,,salzburg,1,https://firmen.wko.at/f-und-s-real-estate-solutions-gmbh/salzburg/?firmaid=584b13f5-dd0c-4772-8e8e-4b944cf50894&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
9b4b597a-2b55-4fd2-b3f1-2d3c6b3af3e5,F&I Verwaltungs GmbH,,Ebelsberger Schloßweg 7,4030,Linz,Ebelsberger Schloßweg 7 4030 Linz,,,,,,oberösterreich,1,https://firmen.wko.at/fundi-verwaltungs-gmbh/ober%c3%b6sterreich/?firmaid=9b4b597a-2b55-4fd2-b3f1-2d3c6b3af3e5&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
0cc40489-ff10-46ff-ad7d-71a65686e694,f-hausverwaltung GmbH,,Bad Mühllacken 39,4101,Feldkirchen an der Donau,Bad Mühllacken 39 4101 Feldkirchen an der Donau,,,,,,oberösterreich,1,https://firmen.wko.at/f-hausverwaltung-gmbh/ober%c3%b6sterreich/?firmaid=0cc40489-ff10-46ff-ad7d-71a65686e694&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
84714612-239b-43ac-8107-c417b2893d83,F.A.M. Realitäten Gesellschaft m.b.H.,,Lastenstraße 11,8020,Graz,Lastenstraße 11 8020 Graz,,,,,,steiermark,1,https://firmen.wko.at/fam-realit%c3%a4ten-gesellschaft-mbh/steiermark/?firmaid=84714612-239b-43ac-8107-c417b2893d83&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
96257b7f-8993-4b3b-aceb-5d7a91638b83,F.M. Hämmerle Holding AG,,Steinebach 18,6850,Dornbirn,Steinebach 18 6850 Dornbirn,05572/339%2031,b.blodnig@fmh.at,b.blodnig@fmh.at,,,vorarlberg,1,https://firmen.wko.at/fm-h%c3%a4mmerle-holding-ag/vorarlberg/?firmaid=96257b7f-8993-4b3b-aceb-5d7a91638b83&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
9e16fc56-d20c-48fb-991a-5924f1a7e083,FABULARIS Immobilien Management GmbH,,Wipplingerstraße 1/2.OG,1010,Wien,Wipplingerstraße 1/2.OG 1010 Wien,,,,,,wien,1,https://firmen.wko.at/fabularis-immobilien-management-gmbh/wien/?firmaid=9e16fc56-d20c-48fb-991a-5924f1a7e083&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
d93335dc-7a4b-47d8-9557-556cf682d4b2,Fachhochschul Errichtungs- und Betriebs GmbH,,Andreas-Hofer-Straße 7,6330,Kufstein,Andreas-Hofer-Straße 7 6330 Kufstein,,,,,,tirol,1,https://firmen.wko.at/fachhochschul-errichtungs-und-betriebs-gmbh/tirol/?firmaid=d93335dc-7a4b-47d8-9557-556cf682d4b2&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
662eb709-dc67-45a3-a856-5314149c01e8,Facima Immobilien Management GmbH,http://www.facima.at,Eduard-Bodem-Gasse 1,6020,Innsbruck,Eduard-Bodem-Gasse 1 6020 Innsbruck,+43%20(0)512%20279270 | +43%20(0)664%20922%2018%2001,office@facima.at,office@facima.at,http://www.facima.at/,http://www.facima.at/,tirol,1,https://firmen.wko.at/facima-immobilien-management-gmbh/tirol/?firmaid=662eb709-dc67-45a3-a856-5314149c01e8&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
6b402771-79d5-46e2-a67a-ab7671f118f3,FAIR Immobilientreuhand GmbH & Co KG,,Burggasse 3,8600,Bruck/Mur,Burggasse 3 8600 Bruck/Mur,,,,,,steiermark,1,https://firmen.wko.at/fair-immobilientreuhand-gmbh-und-co-kg/steiermark/?firmaid=6b402771-79d5-46e2-a67a-ab7671f118f3&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
972e83d3-f6a6-47dc-8c91-8e120ec3c7cc,Falkner & Payr Immobilien OG,http://www.fpimmo.at,Nockhofweg 39,6162,Mutters,Nockhofweg 39 6162 Mutters,+436603024502 | +436603024503,office@fpimmo.at,office@fpimmo.at,http://www.fpimmo.at/,http://www.fpimmo.at/,tirol,1,https://firmen.wko.at/falkner-und-payr-immobilien-og/tirol/?firmaid=972e83d3-f6a6-47dc-8c91-8e120ec3c7cc&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
92d1f724-99a4-4630-93b1-154deff884ed,Faltl & Krisch Immobilienverwaltung OHG,office@faltl-krisch.at,Josefstädter Straße 43-45/1/3,1080,Wien,Josefstädter Straße 43-45/1/3 1080 Wien,01%20403%2043%2091,office@faltl-krisch.at%20,office@faltl-krisch.at%20,,,wien,1,https://firmen.wko.at/faltl-und-krisch-immobilienverwaltung-ohg/wien/?firmaid=92d1f724-99a4-4630-93b1-154deff884ed&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
92d15aba-3b44-4f41-978e-b5d20215c356,Familie Kathrein KG,,"Steinbockweg 40, Top 2/13",6020,Innsbruck,"Steinbockweg 40, Top 2/13 6020 Innsbruck",,,,,,tirol,1,https://firmen.wko.at/familie-kathrein-kg/tirol/?firmaid=92d15aba-3b44-4f41-978e-b5d20215c356&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
533ce47f-0eaf-4296-adb1-b88785c8fcff,FAPO Immobilien Consulting GmbH,https://fapo.immobilien,Hackerberg 78,8292,Hackerberg,Hackerberg 78 8292 Hackerberg,+43%20699-10060300,office@fapo.immobilien,office@fapo.immobilien,https://fapo.immobilien/,https://fapo.immobilien/,burgenland,1,https://firmen.wko.at/fapo-immobilien-consulting-gmbh/burgenland/?firmaid=533ce47f-0eaf-4296-adb1-b88785c8fcff&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
e488c722-e07d-4a8f-9642-0a29040f2088,Faritsch Immobilien GmbH & Co KG,IMMOBILIENTREUHAND FARITSCH KG,Franz Crenneville-Straße 4,4810,Gmunden,Franz Crenneville-Straße 4 4810 Gmunden,+43%20(0)7612%2073007 | +43%20(0)664%209070900,office@immo-faritsch.at,office@immo-faritsch.at,http://www.immo-faritsch.at/,http://www.immo-faritsch.at/,oberösterreich,1,https://firmen.wko.at/faritsch-immobilien-gmbh-und-co-kg-immobilientreuhand-faritsch-kg/ober%c3%b6sterreich/?firmaid=e488c722-e07d-4a8f-9642-0a29040f2088&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
8a04abb6-714c-47e5-8051-3971fee1908c,Favorite Immobilientreuhand GmbH,"Immobilienmakler, Immobilienverwalter",Laxenburger Straße 46/3,1100,Wien,Laxenburger Straße 46/3 1100 Wien,+4366488791176,office@favorite-immo.at,office@favorite-immo.at,http://www.favorite-immo.at/,http://www.favorite-immo.at/,wien,1,https://firmen.wko.at/favorite-immobilientreuhand-gmbh-immobilienmakler-immobilienverwalter/wien/?firmaid=8a04abb6-714c-47e5-8051-3971fee1908c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
a2f6ccec-a44a-4e24-aae5-4085fff213bf,Favorite Immobilientreuhand GmbH,,Dr.-Koss-Straße 8,4600,Wels,Dr.-Koss-Straße 8 4600 Wels,,,,,,oberösterreich,1,https://firmen.wko.at/favorite-immobilientreuhand-gmbh/ober%c3%b6sterreich/?firmaid=a2f6ccec-a44a-4e24-aae5-4085fff213bf&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
bf41b770-9e8f-403c-a084-54a5d749dd2e,Feldstein Immobilien GmbH,IMMOBILIEN,Ganshofstraße 25,5020,Salzburg,Ganshofstraße 25 5020 Salzburg,+43%20664%2088234637,office@feldstein.at,office@feldstein.at,,,salzburg,1,https://firmen.wko.at/feldstein-immobilien-gmbh-immobilien/salzburg/?firmaid=bf41b770-9e8f-403c-a084-54a5d749dd2e&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
f5c3010a-6e36-4d14-bfdf-2a21e0fc72d5,Fellmann Liegenschaftsverwaltungs GmbH,Fellmann,Trapplstraße 8,3151,St. Pölten,Trapplstraße 8 3151 St. Pölten,+43%202742%20862,office@fellmann.at,office@fellmann.at,http://www.fellmann.at/,http://www.fellmann.at/,niederösterreich,1,https://firmen.wko.at/fellmann-liegenschaftsverwaltungs-gmbh-fellmann/nieder%c3%b6sterreich/?firmaid=f5c3010a-6e36-4d14-bfdf-2a21e0fc72d5&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
41318d35-a45b-4e51-9e65-bc8f80c2df0b,Fendt Holding GmbH,,Mundenham 59,5163,Palting,Mundenham 59 5163 Palting,,,,,,oberösterreich,1,https://firmen.wko.at/fendt-holding-gmbh/ober%c3%b6sterreich/?firmaid=41318d35-a45b-4e51-9e65-bc8f80c2df0b&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
ed6f0cf8-1768-42f8-85e2-be7e804fdd99,FENOMEN Immobilien e.U.,,Sailergasse 14,8430,Leibnitz,Sailergasse 14 8430 Leibnitz,,,,,,steiermark,1,https://firmen.wko.at/fenomen-immobilien-eu/steiermark/?firmaid=ed6f0cf8-1768-42f8-85e2-be7e804fdd99&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
fc5a38bc-b0ad-4ee4-90b5-7b7bfe1a2c15,Ferdinand Stubenvoll,http://www.stubenvollimmobilien.at,Immobilienmakler - Bauträger - Immobilienverwalter,0664,3088940,Immobilienmakler - Bauträger - Immobilienverwalter 0664 3088940,0664%203088940,office@stubenvollimmobilien.at,office@stubenvollimmobilien.at,http://www.stubenvollimmobilien.at/,http://www.stubenvollimmobilien.at/,wien,1,https://firmen.wko.at/ferdinand-stubenvoll-immobilienmakler-bautr%c3%a4ger-immobilienverwalter/wien/?firmaid=fc5a38bc-b0ad-4ee4-90b5-7b7bfe1a2c15&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
8eebe430-32b7-4494-890e-9f96dac95c4f,Fetz Immobilien Gmbh,,Vorderreuthe 129,6870,Reuthe,Vorderreuthe 129 6870 Reuthe,,,,,,vorarlberg,1,https://firmen.wko.at/fetz-immobilien-gmbh/vorarlberg/?firmaid=8eebe430-32b7-4494-890e-9f96dac95c4f&standortid=8&standortname=vorarlberg%20%28bundesland%29&suchbegriff=immobilienverwalter
15cc6bfd-0d36-4a5e-88c1-c1207816096a,Fidelius Immobilien & Services GmbH,,Gartenstraße 10,5082,Grödig,Gartenstraße 10 5082 Grödig,,,,,,salzburg,1,https://firmen.wko.at/fidelius-immobilien-und-services-gmbh/salzburg/?firmaid=15cc6bfd-0d36-4a5e-88c1-c1207816096a&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
a5c87114-f412-429b-95f9-78fffd367adf,FIG Immobilien e.U.,aktuell ruhend gemeldet,Scheibengasse 26,7033,Pöttsching,Scheibengasse 26 7033 Pöttsching,,,,,,burgenland,1,https://firmen.wko.at/fig-immobilien-eu/burgenland/?firmaid=a5c87114-f412-429b-95f9-78fffd367adf&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=immobilienverwalter
d199ac02-7cab-4ef0-b91e-cb8ea757bd2e,FILIA KG,,L.-Kunschak-Gasse 6,2380,Perchtoldsdorf,L.-Kunschak-Gasse 6 2380 Perchtoldsdorf,,,,,,niederösterreich,1,https://firmen.wko.at/filia-kg/nieder%c3%b6sterreich/?firmaid=d199ac02-7cab-4ef0-b91e-cb8ea757bd2e&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
3e729cb5-3c0a-4193-a11c-5885fd1257e7,Finanz- und Bauconsult Ges.m.b.H.,,St. Veiter Ring 53,9020,Klagenfurt am Wörthersee,St. Veiter Ring 53 9020 Klagenfurt am Wörthersee,,,,,,kärnten,1,https://firmen.wko.at/finanz-und-bauconsult-gesmbh/k%c3%a4rnten/?firmaid=3e729cb5-3c0a-4193-a11c-5885fd1257e7&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
6d37114e-fe52-4b5d-956b-e5fa84806bd7,Findler & Span Immobilientreuhand GmbH,http://www.findler-span.at,Kranewitterstraße 45,6020,Innsbruck,Kranewitterstraße 45 6020 Innsbruck,0512/347788,office@findler-span.at,office@findler-span.at,http://www.findler-span.at/,http://www.findler-span.at/,tirol,1,https://firmen.wko.at/findler-und-span-immobilientreuhand-gmbh/tirol/?firmaid=6d37114e-fe52-4b5d-956b-e5fa84806bd7&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
7dfc7864-809d-4186-b383-5ae15c289bd3,FLE GmbH,,Freyung 4/12,1010,Wien,Freyung 4/12 1010 Wien,,,,,,wien,1,https://firmen.wko.at/fle-gmbh/wien/?firmaid=7dfc7864-809d-4186-b383-5ae15c289bd3&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
aabfd06d-bfa6-45db-819d-c36fee0488c2,Florian Franz Helmut Apfelbeck,Apfelbeck Immobilienverwaltung,"Franckstraße 41, Tür 12",8010,Graz,"Franckstraße 41, Tür 12 8010 Graz",+43316375316,office@apfelbeck-verwaltung.at,office@apfelbeck-verwaltung.at,https://apfelbeck-verwaltung.at/,https://apfelbeck-verwaltung.at/,steiermark,1,https://firmen.wko.at/florian-franz-helmut-apfelbeck-apfelbeck-immobilienverwaltung/steiermark/?firmaid=aabfd06d-bfa6-45db-819d-c36fee0488c2&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
4626f61d-8f6e-4255-bb1b-05c801193a2e,"Florian Lehner, MBA",,Doppelbauer-Straße 11,4600,Wels,Doppelbauer-Straße 11 4600 Wels,,,,,,oberösterreich,1,https://firmen.wko.at/florian-lehner-mba/ober%c3%b6sterreich/?firmaid=4626f61d-8f6e-4255-bb1b-05c801193a2e&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
8ee145a0-d887-417e-8e71-7ba882a54d5f,FM-Plus Facility Management GmbH für Wissenschaft + Kultur in NOE,,Dr.-Karl-Dorrek-Straße 30,3500,Krems an der Donau,Dr.-Karl-Dorrek-Straße 30 3500 Krems an der Donau,,,,,,niederösterreich,1,https://firmen.wko.at/fm-plus-facility-management-gmbh-f%c3%bcr-wissenschaft-kultur-in-noe/nieder%c3%b6sterreich/?firmaid=8ee145a0-d887-417e-8e71-7ba882a54d5f&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
d4d90c32-b401-4f15-b150-96df76be05e6,FMD Immo-Management e.U.,FMD Immo-Management,"Schulgasse 1, Top 3",6142,Mieders,"Schulgasse 1, Top 3 6142 Mieders",+43%20677%2062647559,info@fmd-immo.at,info@fmd-immo.at,http://www.fmd-immo.at/,http://www.fmd-immo.at/,tirol,1,https://firmen.wko.at/fmd-immo-management-eu-fmd-immo-management/tirol/?firmaid=d4d90c32-b401-4f15-b150-96df76be05e6&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
359ee1cb-0cf6-48f8-8f6a-4acbeb4fa795,FOHN Immobilienverwaltung GmbH,https://fohn.at/,Hauptplatz 29,9500,Villach,Hauptplatz 29 9500 Villach,+43%204242%20240%2004,office@fohn.at,office@fohn.at,https://fohn.at/,https://fohn.at/,kärnten,1,https://firmen.wko.at/fohn-immobilienverwaltung-gmbh/k%c3%a4rnten/?firmaid=359ee1cb-0cf6-48f8-8f6a-4acbeb4fa795&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
43e76203-31c1-4c07-ba28-75ebdeb32e99,Fonds für temporäres Wohnen in Wien,,Schlachthausgasse 29,1030,Wien,Schlachthausgasse 29 1030 Wien,,,,,,wien,1,https://firmen.wko.at/fonds-f%c3%bcr-tempor%c3%a4res-wohnen-in-wien/wien/?firmaid=43e76203-31c1-4c07-ba28-75ebdeb32e99&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
342bfa82-6c6a-4838-969f-d34b665877f1,forum.koup gmbh,,"Mittere Gasse 23, Top 14",2700,Wiener Neustadt,"Mittere Gasse 23, Top 14 2700 Wiener Neustadt",,,,,,niederösterreich,1,https://firmen.wko.at/forumkoup-gmbh/nieder%c3%b6sterreich/?firmaid=342bfa82-6c6a-4838-969f-d34b665877f1&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
2ffb0150-bc51-407e-8b5b-9c5c5e3b9707,Frag Minka Immobilienberatungs GmbH,,Tuchlauben 7A,1010,Wien,Tuchlauben 7A 1010 Wien,,,,,,wien,1,https://firmen.wko.at/frag-minka-immobilienberatungs-gmbh/wien/?firmaid=2ffb0150-bc51-407e-8b5b-9c5c5e3b9707&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
b0f9b57a-0a68-4846-b723-644f4c0a31e7,Franz Brunner GmbH,,Jahnstraße 1,9400,Wolfsberg,Jahnstraße 1 9400 Wolfsberg,+43%204352%2052653 | +43%20663%20842830,immobilien.brunner@aon.at,immobilien.brunner@aon.at,,,kärnten,1,https://firmen.wko.at/franz-brunner-gmbh/k%c3%a4rnten/?firmaid=b0f9b57a-0a68-4846-b723-644f4c0a31e7&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
fc3963e8-12cf-49f1-8b5f-23cd5782b9fd,Franz Capoun,,Staudgasse 85,1180,Wien,Staudgasse 85 1180 Wien,01/478%2008%2048,th.weselsky@weselsky.at,th.weselsky@weselsky.at,,,wien,1,https://firmen.wko.at/franz-capoun/wien/?firmaid=fc3963e8-12cf-49f1-8b5f-23cd5782b9fd&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
b2d04484-4acd-4cb6-89e7-bddf4676492b,"Franz Chreiska, MA",Franz Chreiska MA Immobilienmanagement,Grünentorgasse 19/15,1090,Wien,Grünentorgasse 19/15 1090 Wien,+436609940715,fc-immo@wohnsicht.at,fc-immo@wohnsicht.at,https://www.wohnsicht.at/,https://www.wohnsicht.at/,wien,1,https://firmen.wko.at/franz-chreiska-ma-franz-chreiska-ma-immobilienmanagement/wien/?firmaid=b2d04484-4acd-4cb6-89e7-bddf4676492b&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
27dfe4c7-b524-4b18-ad33-0966c4790107,Franz Josef Holler GmbH,,Gürtlweg 1,8431,Gralla,Gürtlweg 1 8431 Gralla,,,,,,steiermark,1,https://firmen.wko.at/franz-josef-holler-gmbh/steiermark/?firmaid=27dfe4c7-b524-4b18-ad33-0966c4790107&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
cbd09d2d-cff7-4a30-8a18-11710631c757,Franz Kramas Gebäudeverwaltung G.m.b.H.,http://www.kramas.at,Liechtensteinstraße 36,1090,Wien,Liechtensteinstraße 36 1090 Wien,+43%20(0)%201%20317%2093%2019,kramas@kramas.at,kramas@kramas.at,http://www.kramas.at/,http://www.kramas.at/,wien,1,https://firmen.wko.at/franz-kramas-geb%c3%a4udeverwaltung-gmbh/wien/?firmaid=cbd09d2d-cff7-4a30-8a18-11710631c757&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
fb12874d-a3a0-44a4-b7f7-26222e9cee1e,Franz Menhart,Mf Hausbetreuung,+43 699 11399884,0699,11399884,+43 699 11399884 0699 11399884,+43%20699%2011399884 | 0699%2011399884,f.menhart@bktv.at,f.menhart@bktv.at,http://www.mf-hausbetreuung.at/,http://www.mf-hausbetreuung.at/,steiermark,1,https://firmen.wko.at/franz-menhart-mf-hausbetreuung/steiermark/?firmaid=fb12874d-a3a0-44a4-b7f7-26222e9cee1e&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
c82ff7bc-46a9-47f4-b73a-02825d0988e7,Franz Paleczek,,Schönbrunner Straße 112,1050,Wien,Schönbrunner Straße 112 1050 Wien,01/544%2005%2001,immobilien@paleczek.at,immobilien@paleczek.at,,,wien,1,https://firmen.wko.at/franz-paleczek/wien/?firmaid=c82ff7bc-46a9-47f4-b73a-02825d0988e7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
