company_name,website,domain,http_status,pages_crawled,employee_best_numeric_mention,employee_evidence_contexts,mentions_count
FMD Immo-Management e.U.,http://www.fmd-immo.at/,fmd-immo.at,200,http://www.fmd-immo.at/ | http://www.fmd-immo.at/#team,,,0
FOHN Immobilienverwaltung GmbH,https://fohn.at/,fohn.at,200,https://fohn.at/ | https://fohn.at/ueber-uns/index.html | https://fohn.at/ueber-uns/ihre-ansprechpartner/index.html | https://fohn.at/jobs/index.html,,,0
"Franz Chreiska, MA",https://www.wohnsicht.at/,wohnsicht.at,200,https://www.wohnsicht.at/,,,0
Franz Kramas Gebäudeverwaltung G.m.b.H.,http://www.kramas.at/,kramas.at,200,https://www.kramas.at/ | https://www.kramas.at/unternehmen/,1996,"25 [approx] https://www.kramas.at/ :: sichtigung der in unseren Unternehmens-Leitsätzen hervorgehobenen modernen Dienstleistungsangebote auf. Im Sinne und zum Nutzen unserer KundInnen arbeiten alle unsere Abteilungen und unsere rund 25 MitarbeiterInnen so eng zusammen, damit kundenseitig ein vernetztes Dienstleistungsangebot genutzt werden kann. Durch unsere Firmenstruktur bringen wir die Anforderung eines persönlichen Ansprechpartners mi || 25 [exact] https://www.kramas.at/ :: igung der in unseren Unternehmens-Leitsätzen hervorgehobenen modernen Dienstleistungsangebote auf. Im Sinne und zum Nutzen unserer KundInnen arbeiten alle unsere Abteilungen und unsere rund 25 MitarbeiterInnen so eng zusammen, damit kundenseitig ein vernetztes Dienstleistungsangebot genutzt werden kann. Durch unsere Firmenstruktur bringen wir die Anforderung eines persönlichen Ansprechpartners mi || 25 [exact] https://www.kramas.at/unternehmen/ :: verwaltung zur Verfügung. Wir bieten ein großes Repertoire von Umsetzungsmöglichkeiten für alle Belange einer professionellen Immobilienbewirtschaftung an. In jedem Bereich steht für unsere 25 MitarbeiterInnen die Perspektive der „Kramas-Brille“ für Innovation und Zukunftsorientierung im Vordergrund. Neben Fachkompetenz ist für uns der persönliche Kontakt ein wesentliches Anliegen, um KundInnen d || 1996 [exact] https://www.kramas.at/unternehmen/ :: ren Perspektiven zu stellen. Mehr Lesen Weniger Lesen Mag. (FH) Christian Fleischmann Kramas & Partner Bau- und Projektmanagement GmbH Mag. (FH) Christian Fleischmann begann als technischer Mitarbeiter 1996 bei der Franz Kramas Gebäudeverwaltung. Nach dem Abschluss der Fachhochschule für Immobilienwirtschaft gründete er gemeinsam mit Mag. Karl Wiesflecker die Firma Kramas & Partner Bau- & Proj",4
Franz Menhart,http://www.mf-hausbetreuung.at/,mf-hausbetreuung.at,200,https://www.mf-hausbetreuung.at/ | https://www.mf-hausbetreuung.at/%C3%9Cber-uns/,,,0
Franz Schnugg,http://www.arkaden.at/,arkaden.at,200,https://www.arkaden.at/ | https://www.arkaden.at/ueber-uns.xhtml,,,0
Franz ZORMANN Gesellschaft m.b.H.,http://www.zormann.at/,zormann.at,200,https://www.zormann.at,,,0
Franz Zöchmeister,https://www.remax.at/de/im/franz-zoechmeister-70910056,remax.at,,,,,0
Frieda Rustler Gebäudeverwaltung GmbH & Co KG,http://www.rustler.eu/,rustler.eu,200,https://rustler.eu/ | https://rustler.eu/gruppe/geschichte/ | https://rustler.eu/karriere/ihre-zukunft-bei-uns/ | https://rustler.eu/karriere/offene-stellen/ | https://rustler.eu/karriere/praktikum/ | https://rustler.eu/karriere/lehre/,900,"900 [over] https://rustler.eu/ :: bhängigen und marktführenden Immobiliendienstleister entwickelt. 1935 von Frieda Rustler gegründet, erbringen wir für Sie, als eigentümergeführtes Familienunternehmen, gemeinsam mit unseren über 900 MitarbeiterInnen in Österreich, Deutschland, Serbien, Ungarn, Rumänien und der Ukraine immobilienbezogene Dienstleistungen von der klassischen Hausverwaltung über technisches Facility Management, Immobilien || 900 [exact] https://rustler.eu/ :: igen und marktführenden Immobiliendienstleister entwickelt. 1935 von Frieda Rustler gegründet, erbringen wir für Sie, als eigentümergeführtes Familienunternehmen, gemeinsam mit unseren über 900 MitarbeiterInnen in Österreich, Deutschland, Serbien, Ungarn, Rumänien und der Ukraine immobilienbezogene Dienstleistungen von der klassischen Hausverwaltung über technisches Facility Management, Immobilien || 900 [over] https://rustler.eu/gruppe/geschichte/ :: llem Gehalt oder einer sechsten Urlaubswoche schaffen wir für Sie mehr Freizeit, unterstützen Ihre ausgewogene Work-Life-Balance und fördern Ihre Zufriedenheit. Heute Heute beschäftigen wir mehr als 900 Mitarbeiterinnen und Mitarbeiter in Österreich sowie CEE und der Gesellschafterkreis besteht aus fünf PartnerInnen: Michael Moshammer, Peter Rustler, Martin Troger, Julia Wegerer-Rustler, Robert Wegerer Die || 500 [exact] https://rustler.eu/gruppe/geschichte/ :: nnen wir es unseren Kundinnen ermöglichen, Kontoauszüge, Mietverträge, Vorschreibungen und vieles mehr online einzusehen. 2008 Einführung einer Holding Struktur 2009 Rustler beschäftigt nun 500 Mitarbeiter und Mitarbeiterinnen in Österreich und CEE 2011 Die Rustler Gruppe setzt ihren ersten innerösterreichischen Expansionsschritt und eröffnet den Standort Linz. Ab 2011 folgen weitere Standort || 900 [exact] https://rustler.eu/gruppe/geschichte/ :: lt oder einer sechsten Urlaubswoche schaffen wir für Sie mehr Freizeit, unterstützen Ihre ausgewogene Work-Life-Balance und fördern Ihre Zufriedenheit. Heute Heute beschäftigen wir mehr als 900 Mitarbeiterinnen und Mitarbeiter in Österreich sowie CEE und der Gesellschafterkreis besteht aus fünf PartnerInnen: Michael Moshammer, Peter Rustler, Martin Troger, Julia Wegerer-Rustler, Robert Wegerer Die",5
Friedrich & Padelek Gesellschaft m.b.H.,http://www.friedrich-padelek.at/,friedrich-padelek.at,200,https://www.friedrich-padelek.at/ | https://www.friedrich-padelek.at/ueber-uns/,,,0
Friedrich Michael Höbart,http://www.artecielo.at/,artecielo.at,200,https://artecielo.at/ | https://artecielo.at/unternehmen/ | https://artecielo.at/unternehmen/,,,0
Friesacher Immobilien GmbH,http://www.friesacher-immobilien.at/,friesacher-immobilien.at,200,https://www.friesacher-immobilien.at/ | https://www.friesacher-immobilien.at/ueber-uns/,,,0
FRIPAL - Immobilienverwaltung GmbH,http://www.fripal.at/,fripal.at,200,https://www.fripal.at/ | https://www.fripal.at/pages/ueber-uns.php | https://www.fripal.at/pages/ueber-uns/team.php,,,0
FZI Real GmbH,http://www.fzi.at/,fzi.at,200,https://fzi.at/,,,0
G. Kager - Mag. P. Grißmann Gesellschaft m.b.H.,https://grizzly.at/,grizzly.at,,,,,0
GBG Gebäude- und Baumanagement Graz GmbH,http://www.gbg.graz.at/,gbg.graz.at,200,https://www.gbg.graz.at/ | https://www.gbg.graz.at/cms/ziel/9344104/DE/ | https://www.gbg.graz.at/cms/ziel/9605535/DE/ | https://www.gbg.graz.at/cms/beitrag/10470799/9564057/Neue_Teamleiter_Stellvertreterin_im_Team.html | https://www.gbg.graz.at/cms/beitrag/10468529/9564057/Unser_Team_waechst_weiter_Herzlich_willkommen.html,490,"490 [approx] https://www.gbg.graz.at/cms/ziel/9344104/DE/ :: Baumanagement Graz GmbH ist ein Unternehmen der Stadt Graz. Wir bewirtschaften die Immobilien der Stadt Graz und ihrer Unternehmen auf insgesamt 404.000 Quadratmeter bebauter Fläche. Unsere rund 490 Mitarbeiter:innen sind für die Planung, Errichtung, Instandhaltung und Reinigung dieser Immobilien verantwortlich. Darüber hinaus sorgen wir für eine gesunde Entwicklung der 627 Hektar Waldflächen, die die S || 490 [exact] https://www.gbg.graz.at/cms/ziel/9344104/DE/ :: nagement Graz GmbH ist ein Unternehmen der Stadt Graz. Wir bewirtschaften die Immobilien der Stadt Graz und ihrer Unternehmen auf insgesamt 404.000 Quadratmeter bebauter Fläche. Unsere rund 490 Mitarbeiter:innen sind für die Planung, Errichtung, Instandhaltung und Reinigung dieser Immobilien verantwortlich. Darüber hinaus sorgen wir für eine gesunde Entwicklung der 627 Hektar Waldflächen, die die S",2
GBM GebäudeBetriebsManagement GmbH,http://gbm.co.at/,gbm.co.at,200,https://www.gbm.co.at/ | https://www.gbm.co.at/,,,0
Georg Slawik,https://slawik.at/,slawik.at,200,https://www.slawik.at/,,,0
Gerhard Lehner,http://www.immodirekt.at/lehner,immodirekt.at,,,,,0
Gerhard Rumplik,http://www.rumplik.at/,rumplik.at,200,https://www.rumplik.at/ | https://www.rumplik.at/ueber-uns,,,0
Gerhard Salomon,http://www.immosalomon.at/,immosalomon.at,ERR,,,,0
Gerold Stadlhuber,http://www.immos.at/,immos.at,200,https://www.immos.at:443/,,,0
Gertraud Brigitte Ramerstorfer,http://www.ramerstorfer-immo.at/,ramerstorfer-immo.at,200,https://www.ramerstorfer.at/ | https://www.ramerstorfer.at/unternehmen,,,0
Gertrude Truschnegg,http://www.immobilien1.at/,immobilien1.at,ERR,,,,0
GIA Real GmbH,https://www.gia-real.at/,gia-real.at,200,https://gia-real.at/ | https://gia-real.at/geschaeftsfuehrung/,,,0
GMK Immo GmbH,https://www.gmk.at/,gmk.at,200,https://www.gmk.at/ | https://www.gmk.at/team/,,,0
GRAWE Immo AG,http://www.gwimmo.at/,gwimmo.at,,,,,0
Grundmann Immobilientreuhand e.U.,http://www.grundimmo.at/,grundimmo.at,200,http://www.grundimmo.at/,,,0
GWS Bau- und Verwaltungsgesellschaft m.b.H.,http://www.gws-exklusiv.at/,gws-exklusiv.at,200,https://www.gws-wohnen.at/?exclusive=1 | https://www.gws-wohnen.at/service/karriere/ | https://www.gws-wohnen.at/gws/team/ | https://www.gws-wohnen.at/gws/zahlen-fakten-daten/,90,"90 [approx] https://www.gws-wohnen.at/gws/zahlen-fakten-daten/ :: m in allen Abteilungen der GWS macht den Erfolg aus – und spürbar für alle Bewohnerinnen und Bewohner. Kompetenz, Einsatzfreude und Loyalität ermöglichen das Service und den Erfolg der GWS: Rund 90 Mitarbeiterinnen und Mitarbeiter machen unser Team aus, das direkt in der Betreuung von Kunden und Interessenten sowie hinter den Kulissen im Einsatz ist. Sie bieten Service im ganz großen Stil, denn rund 2 || 90 [exact] https://www.gws-wohnen.at/gws/zahlen-fakten-daten/ :: allen Abteilungen der GWS macht den Erfolg aus – und spürbar für alle Bewohnerinnen und Bewohner. Kompetenz, Einsatzfreude und Loyalität ermöglichen das Service und den Erfolg der GWS: Rund 90 Mitarbeiterinnen und Mitarbeiter machen unser Team aus, das direkt in der Betreuung von Kunden und Interessenten sowie hinter den Kulissen im Einsatz ist. Sie bieten Service im ganz großen Stil, denn rund 2",2
Göttlicher Immobilienmanagement GmbH.,http://www.goettlicherwohnen.at/,goettlicherwohnen.at,200,https://www.goettlicherwohnen.at/ | https://www.goettlicherwohnen.at/team/ | https://www.goettlicherwohnen.at/karriere/,,,0
Günther Albert Theissl,http://www.schilcherland-real-com/,schilcherland-real-com,ERR,,,,0
Hagg VISA Hausverwaltung GmbH,http://www.hagg-visa.at/,hagg-visa.at,200,http://www.hagg-visa.at/,,,0
HALLAG Kommunal GmbH,http://www.stadtwerkehall.at/,stadtwerkehall.at,ERR,,,,0
Hammerl Immobilien Management GmbH,http://hammerl.at/,hammerl.at,200,https://www.hammerl.at | https://www.hammerl.at/unternehmen | https://www.hammerl.at/team,22,"22 [exact] https://www.hammerl.at/unternehmen :: 5 Immobilien betreute Fläche: ca. 210.000 Quadratmeter Mehrparteienhäuser nach WEG, Mischhäuser, Zinshäuser, Gewerbeimmobilien Ihr Partner für Wien, Burgenland und Niederösterreich Team von 22 MitarbeiterInnen, die sich um Ihre Anliegen kümmern Zweier-Team für jedes Haus - damit ist jederzeitige Betreuung sichergestellt Mitglied des ÖVI (Österreichischer Verband der Immobilientreuhänder) mit Verp",1
Hannes Herbst,http://www.herbst-immobilien.at/,herbst-immobilien.at,200,https://www.herbst-immobilien.at/de/ | https://www.herbst-immobilien.at/de/unser-team/ansprechpartner,,,0
Harald Schippl Immobilien e.U.,http://www.schippl.at/,schippl.at,200,https://www.schippl.at/home.html | https://www.schippl.at/ueber-uns.html,,,0
Hardegg Gebäudeverwaltung GmbH,http://www.immobilien-markt.at/,immobilien-markt.at,200,http://www.immobilien-markt.at/,,,0
Hartwig Siegfried Siutz,http://www.siutz.at/,siutz.at,200,https://www.siutz.at/home,,,0
HAT Immobilien e.U.,https://hat-immo.at/,hat-immo.at,,,,,0
Hausmann & Hausmann Gebäudeverwaltung GmbH,https://hvwohnfreude.at/,hvwohnfreude.at,200,https://www.hvwohnfreude.at/ | https://www.hvwohnfreude.at/ueber-uns/,,,0
Hausverwaltung Dr. Brandstetter GmbH,http://www.hv-brandstetter.at/,hv-brandstetter.at,200,http://www.hv-brandstetter.at/,,,0
Hausverwaltung Hackl GmbH,https://hackl-hausverwaltung.at/,hackl-hausverwaltung.at,200,https://hackl-hausverwaltung.at/ | https://hackl-hausverwaltung.at/unternehmen/ | https://hackl-hausverwaltung.at/unternehmen/team/ | https://hackl-hausverwaltung.at/unternehmen/referenzen/ | https://hackl-hausverwaltung.at/unternehmen/partner/ | https://hackl-hausverwaltung.at/unternehmen/karriere/,6,"6 [exact] https://hackl-hausverwaltung.at/unternehmen/team/ :: fizierte Beratung mit festen Ansprechpartnern sichert Ihnen eine optimale und langanhaltende Partnerschaft in der Betreuung Ihrer Immobilie. Unser Team in der Hausverwaltung umfasst derzeit 6 Mitarbeiter. Die Bereiche Buchhaltung, Rechnungskontrolle, Betriebskostenabrechnung, Angebotseinholung und Kontrolle, Abwicklung von Schäden sowie die technische Betreuung werden direkt von uns erledig || 5 [exact] https://hackl-hausverwaltung.at/unternehmen/karriere/ :: fizierte Beratung mit festen Ansprechpartnern sichert Ihnen eine optimale und langanhaltende Partnerschaft in der Betreuung Ihrer Immobilie. Unser Team in der Hausverwaltung umfasst derzeit 5 Mitarbeiter. Die Bereiche Buchhaltung, Rechnungskontrolle, Betriebskostenabrechnung, Angebotseinholung und … Team Besuchen Sie uns auf: +43 5252 26266 [email protected] Mo–Do: 08:00 - 12:00 Uhr & 13:00",2
Hausverwaltung Krause & Co KG,http://www.hausverwaltung-krause.at/,hausverwaltung-krause.at,200,http://www.hausverwaltung-krause.at/ | http://www.hausverwaltung-krause.at/de/hausverwaltung.htm,,,0
Hausverwaltung Lusser KG,http://www.hvl.at/,hvl.at,200,https://www.hvl.at/ | https://www.hvl.at/unternehmen/ | https://www.hvl.at/unternehmen/unsere-leistungen/ | https://www.hvl.at/unternehmen/team/ | https://www.hvl.at/unternehmen/karte/,,,0
Hausverwaltung Rosam GmbH,https://www.rosam-hv.at/,rosam-hv.at,200,https://www.rosam-hv.at/ | https://www.rosam-hv.at/hausverwaltung-rosam,,,0
Hausverwaltung und Immobilienmakler Purkarthofer Ges.m.b.H.,https://www.immo-purkarthofer.at/,immo-purkarthofer.at,200,https://www.immo-purkarthofer.at/ | https://www.immo-purkarthofer.at/team | https://www.immo-purkarthofer.at/uber-uns,,,0
Hauswirth Immobilienverwaltung GmbH,http://www.hauswirth.at/,hauswirth.at,200,https://www.hauswirth-kleiber.at/ | https://www.hauswirth-kleiber.at/immobilienbewertung/#ib-team | https://www.hauswirth-kleiber.at/immobilienverwaltung/#iv-team,,,0
Hawlisch & Partner Immobilientreuhand GmbH,http://www.hawlisch.at/,hawlisch.at,200,https://www.hawlisch.at/,,,0
Herbert Pelz,http://hp-immo.at/,hp-immo.at,ERR,,,,0
Herbert Sampl,http://www.sampl-immo.at/,sampl-immo.at,200,https://www.sampl-immo.at/ | https://www.sampl-immo.at/%C3%BCberuns | https://www.sampl-immo.at/jobs,,,0
Hermann Rieß GmbH,http://www.remax-family.at/,remax-family.at,,,,,0
Herz-ImmoAgentur GmbH,https://www.herz-immoagentur.at/,herz-immoagentur.at,200,https://www.herz-immoagentur.at/ | https://www.herz-immoagentur.at/unternehmen/about.html | https://www.herz-immoagentur.at/unternehmen/philosophie.html | https://www.herz-immoagentur.at/unternehmen/unser-leitbild.html | https://www.herz-immoagentur.at/karriere.html | https://www.herz-immoagentur.at/about-us.html,,,0
HGB Immobilien GmbH,https://www.hgb-immobilien.at/,hgb-immobilien.at,200,https://www.hgb-immobilien.at/ | https://www.hgb-immobilien.at/about/,,,0
Hirschl & Partner Immobilienverwaltungs GmbH,https://hirschl-immobilien.at/,hirschl-immobilien.at,200,https://www.hirschl-immobilien.at/ | https://www.hirschl-immobilien.at/#team-id,,,0
Homebase ImmobilienverwaltungsGmbH,https://www.homebase-immobilien.at/,homebase-immobilien.at,200,https://www.homebase-immobilien.at/ | https://www.homebase-immobilien.at/ueber-uns/,,,0
Homevote Labs GmbH,https://www.homevote.io/,homevote.io,200,https://www.homevote.io/,,,0
Housebook GmbH,https://www.housebook.at/,housebook.at,200,https://housebook-solutions.com/ | https://housebook-solutions.com/uber-uns/,,,0
HÜBL & PARTNER Immobilien GmbH,https://www.huebl-partner.com/,huebl-partner.com,200,https://huebl-partner.com/ | https://huebl-partner.com/unternehmen/ | https://huebl-partner.com/karriere/,,,0
I&U Immobilientreuhand und Unternehmensberatung GmbH,http://www.iundu.at/,iundu.at,200,https://www.iundu.at/ | https://www.iundu.at/ueber-uns/,,,0
I.G.W. Immobilien GmbH,http://www.igw-immobilien.at/,igw-immobilien.at,200,http://www.igw-immobilien.at/,,,0
IBT Verwaltung GmbH,http://www.ibt.ag/,ibt.ag,200,https://www.ibt.ag/de/startseite | https://www.ibt.ag/de/unternehmen | https://www.ibt.ag/de/unternehmen/news/uebersicht | https://www.ibt.ag/de/unternehmen/referenzen/galerie | https://www.ibt.ag/de/karriere,,,0
IBV-Beteiligungs- und Immobilien Verwaltungsgesellschaft m.b.H.,http://www.ibvimmobilien.at/,ibvimmobilien.at,ERR,,,,0
IBW Immobilien GmbH,https://www.ibw.tirol/,ibw.tirol,200,https://www.ibw.tirol/ | https://www.ibw.tirol/#team | https://www.ibw.tirol/#consent-history,,,0
IC-HAUSVERWALTUNG GmbH,http://www.ic-hv.com/,ic-hv.com,200,https://www.ic-hv.com/ | https://www.ic-hv.com/ueber-uns/ | https://www.ic-hv.com/ueber-uns/#team,,,0
IDEE Bau und Immobilientreuhand KG,http://www.idee-immobilien.at/,idee-immobilien.at,200,https://idee-immobilien.at/,,,0
Idest Group OG,https://www.idest.at/,idest.at,200,https://www.idest.at/ | https://www.idest.at/unternehmen/ueber-uns | https://www.idest.at/unternehmen/datenschutz,,,0
IG Immobilien Management GmbH,http://www.ig-immobilien.com/,ig-immobilien.com,200,https://www.ig-immobilien.com/ | https://www.ig-immobilien.com/ueber-uns/das-unternehmen | https://www.ig-immobilien.com/karriere,130,"130 [approx] https://www.ig-immobilien.com/ueber-uns/das-unternehmen :: d 1,1 Milliarden Euro Asset-Klassen: Büroobjekte, Logistikimmobilien, zwei innerstädtische Einkaufszentren, hochwertige Wohnungen, attraktive Geschäftsflächen und fünf Hotelimmobilien Team: rund 130 Mitarbeiter:innen Vermietungsgrad: durchschnittlich rund 91 Prozent Konsolidierter Umsatz im Geschäftsjahr 2025: rund 86 Millionen Euro (IG Immobilien- und BLM-Gruppe) Hier können Sie Einblick nehmen in unse || 130 [exact] https://www.ig-immobilien.com/ueber-uns/das-unternehmen :: Milliarden Euro Asset-Klassen: Büroobjekte, Logistikimmobilien, zwei innerstädtische Einkaufszentren, hochwertige Wohnungen, attraktive Geschäftsflächen und fünf Hotelimmobilien Team: rund 130 Mitarbeiter:innen Vermietungsgrad: durchschnittlich rund 91 Prozent Konsolidierter Umsatz im Geschäftsjahr 2025: rund 86 Millionen Euro (IG Immobilien- und BLM-Gruppe) Hier können Sie Einblick nehmen in unse",2
IKS Immobilienverwaltung Mag. Susanne Kronforst e.U.,https://iks-immo.at/,iks-immo.at,200,https://iks-immo.at/ | https://iks-immo.at/unternehmen-services/ | https://iks-immo.at/team/ | https://iks-immo.at/unternehmen-services/#services,,,0
IM-Quadrat Immobilien Vermittlung & Verwaltung GmbH,https://www.im-quadrat.at/,im-quadrat.at,200,https://www.im-quadrat.at/ | https://www.im-quadrat.at/unternehmen/ | https://www.im-quadrat.at/unternehmen/#team | https://www.im-quadrat.at/unternehmen/#partner | https://www.im-quadrat.at/unternehmen/#kontakt,,,0
IMK-Hausverwaltung GmbH,https://imk-hausverwaltung.at/,imk-hausverwaltung.at,200,https://imk-hausverwaltung.at/,,,0
IMMO - CONSULT Treuhand und Beratung GmbH,http://www.immo-consult.at/,immo-consult.at,,,,,0
Immo 23 Immobilienentwicklung GmbH,http://www.immo23.at/,immo23.at,200,https://www.immo23.at/ | https://www.immo23.at/ueber-uns/ | https://www.immo23.at/ueber-uns/firmengeschichte/ | https://www.immo23.at/ueber-uns/team/,,,0
Immo-Pro Immobilien GmbH,http://www.immopro.at/,immopro.at,200,https://immopro.at/ | https://immopro.at/ueber-uns/ | https://immopro.at/ueber-uns/karriere/,,,0
Immobilia Obergruber GmbH,http://www.immobilia.net/,immobilia.net,200,https://www.immobilia.net/ | https://www.immobilia.net/ueber-uns/ | https://www.immobilia.net/ueber-uns/unser-team/,,,0
Immobilias Realitäten e.U.,http://www.immobilias.at/,immobilias.at,200,https://www.immobilias.at:443/ | https://www.immobilias.at:443/unternehmen,,,0
IMMOBILIDEA LWR GmbH,https://www.immobilidea.at/,immobilidea.at,200,https://www.immobilidea.at/ | https://www.immobilidea.at/immobilidea#ueberuns | https://www.immobilidea.at/immobilidea#leitbild | https://www.immobilidea.at/immobilidea#team,,,0
Immobilien Mag. Böhm - Gattringer GmbH,http://www.remax-linz-city.at/,remax-linz-city.at,,,,,0
Immobilien Musker Gesellschaft m.b.H.,http://www.musker.at/,musker.at,200,https://www.musker.at/,,,0
Immobilien Ortner KG,http://www.immobilien-ortner.at/,immobilien-ortner.at,200,http://www.immobilien-ortner.at/,,,0
Immobilien Rothbart GmbH,http://www.immoroth.at/,immoroth.at,200,https://immoroth.at/ | https://immoroth.at/ueber-uns,,,0
Immobilien Scheffauer GmbH,http://www.immobilien-austria.at/,immobilien-austria.at,200,https://www.immobilien-austria.at/ | https://www.immobilien-austria.at/ueber-uns/ | https://www.immobilien-austria.at/ueber-uns/team/,,,0
Immobilien St. Pölten GesmbH,http://www.istp.at/,istp.at,200,https://istp.at/ | https://istp.at/ueber-uns/ | https://istp.at/ueber-uns/geschichte/,,,0
Immobilien Tazl GmbH,http://www.tazl.net/,tazl.net,200,https://tazl.at/,,,0
Immobilien Treuhand Hanke & Bodner KG,https://www.spittaler-hausverwaltung.at/,spittaler-hausverwaltung.at,200,https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/ | https://www.spittaler-hausverwaltung.at/#unserteam,,,0
Immobilien Treuhandschaft Padelek & Padelek GmbH,http://www.immobilienpadelek.at/,immobilienpadelek.at,200,http://www.immobilienpadelek.at/ | http://www.immobilienpadelek.at/#ueberuns,10,"10 [exact] http://www.immobilienpadelek.at/ :: ber uns Padelek & Padelek Immobilien GmbH ist ein etabliertes Familienunternehmen , das seit 1993 erfolgreich in der Verwaltung von Eigentum, Immobilien und Liegenschaften tätig ist. Unsere 10 Mitarbeiter sind ein erfahrenes und gut eingespieltes Team . Mit Freude und Leidenschaft kümmern wir uns engagiert um die Anliegen unserer langjährigen und neuen Kunden. Erfahrung und Professionalität || 10 [exact] http://www.immobilienpadelek.at/#ueberuns :: ber uns Padelek & Padelek Immobilien GmbH ist ein etabliertes Familienunternehmen , das seit 1993 erfolgreich in der Verwaltung von Eigentum, Immobilien und Liegenschaften tätig ist. Unsere 10 Mitarbeiter sind ein erfahrenes und gut eingespieltes Team . Mit Freude und Leidenschaft kümmern wir uns engagiert um die Anliegen unserer langjährigen und neuen Kunden. Erfahrung und Professionalität",2
Immobilien Verwaltung Klagenfurt GmbH,https://www.klagenfurt-wohnen.at/,klagenfurt-wohnen.at,200,https://www.klagenfurt-wohnen.at/ | https://www.klagenfurt-wohnen.at/unternehmen/ueber-uns | https://www.klagenfurt-wohnen.at/unternehmen/anliegen-unterstuetzung | https://www.klagenfurt-wohnen.at/unternehmen/fuer-professionisten | https://www.klagenfurt-wohnen.at/unternehmen,,,0
Immobilien Weichinger Ges.m.b.H.,http://www.weichinger.at/,weichinger.at,200,https://weichinger.at/ | https://weichinger.at/firmengeschichte/ | https://weichinger.at/jobs/,,,0
Immobilien Weiz Treuhand GmbH,https://immobilien-weiz.at/,immobilien-weiz.at,200,https://immobilien-weiz.at/ | https://immobilien-weiz.at/unternehmen/,,,0
Immobilien-Commerz Gesellschaft m.b.H.,http://www.immobilien-commerz.at/,immobilien-commerz.at,200,http://www.immobilien-commerz.at/,,,0
Immobilienkanzlei Dr. Weichselbaumer GmbH,http://www.immokanzlei.at/,immokanzlei.at,200,http://www.immokanzlei.at/ | http://www.immokanzlei.at/#team,,,0
Immobilienring GmbH,http://www.immobilienring.net/,immobilienring.net,200,https://www.immobilienring.net/ | https://www.immobilienring.net/unternehmen/ueber-uns.php | https://www.immobilienring.net/unternehmen/team.php,,,0
Immobilienservice Diendorfer e.U.,https://www.diendorfer.immo/,diendorfer.immo,200,https://www.diendorfer.immo/,,,0
ImmobilienService West GmbH,http://www.immobilienservicewest.at/,immobilienservicewest.at,200,https://www.immobilienservicewest.at/ | https://www.immobilienservicewest.at/ueber-uns/team/ | https://www.immobilienservicewest.at/ueber-uns/jobs/,,,0
Immobilientreuhand Färber-Lang e.U.,https://www.ith-fl.at/,ith-fl.at,200,https://ith-fl.at/,,,0
ImmobilienVerwaltung ALMAK Gesellschaft m.b.H.,http://www.iv-almak.at/,iv-almak.at,200,https://www.iv-almak.at/,,,0
Immobilienverwaltung Barilich GmbH,https://iv-b.at/,iv-b.at,ERR,,,,0
Immobilienverwaltung Cvitkovits KG,http://www.ivc.co.at/,ivc.co.at,200,https://www.ivc.co.at/ | https://www.ivc.co.at/index.php/ueber-uns | https://www.ivc.co.at/index.php/ueber-uns/team,,,0
Immobilienverwaltung Mag. Alois Rosenberger GmbH,https://www.iv-ro.at/,iv-ro.at,200,https://iv-ro.at/ | https://iv-ro.at/unternehmen/,40,"40 [over] https://iv-ro.at/unternehmen/ :: auigkeit, Unabhängigkeit, Transparenz, Dokumentation unseres Handelns und Freundlichkeit. Eigentümergeführtes Unternehmen Mehr als 90 Jahre Erfahrung Tochterfirmen Zentreal und Ginschl GmbH Über 40 MitarbeiterInnen Unser Team Wir sind immer für Sie zur Stelle! Als eigentümergeführtes Unternehmen mit über 15 MitarbeiterInnen können Sie sich sicher sein, dass Sie sich immer höchste Qualität und kurze Ko || 15 [over] https://iv-ro.at/unternehmen/ :: nternehmen Mehr als 90 Jahre Erfahrung Tochterfirmen Zentreal und Ginschl GmbH Über 40 MitarbeiterInnen Unser Team Wir sind immer für Sie zur Stelle! Als eigentümergeführtes Unternehmen mit über 15 MitarbeiterInnen können Sie sich sicher sein, dass Sie sich immer höchste Qualität und kurze Kommunikationswege zu erwarten haben. Wir legen bei der Auswahl unserer Mitarbeiter größten Wert auf fachliche Ex || 40 [exact] https://iv-ro.at/unternehmen/ :: eit, Unabhängigkeit, Transparenz, Dokumentation unseres Handelns und Freundlichkeit. Eigentümergeführtes Unternehmen Mehr als 90 Jahre Erfahrung Tochterfirmen Zentreal und Ginschl GmbH Über 40 MitarbeiterInnen Unser Team Wir sind immer für Sie zur Stelle! Als eigentümergeführtes Unternehmen mit über 15 MitarbeiterInnen können Sie sich sicher sein, dass Sie sich immer höchste Qualität und kurze Ko || 15 [exact] https://iv-ro.at/unternehmen/ :: ehmen Mehr als 90 Jahre Erfahrung Tochterfirmen Zentreal und Ginschl GmbH Über 40 MitarbeiterInnen Unser Team Wir sind immer für Sie zur Stelle! Als eigentümergeführtes Unternehmen mit über 15 MitarbeiterInnen können Sie sich sicher sein, dass Sie sich immer höchste Qualität und kurze Kommunikationswege zu erwarten haben. Wir legen bei der Auswahl unserer Mitarbeiter größten Wert auf fachliche Ex",4
