candidate_key,company_name,states,places,websites,wko_urls,search_hits,relevant_hits,max_employee_signal,max_relevant_employee_signal,strong_31plus_signals,strong_30_or_below_signals,evidence_1_score,evidence_1_source_score,evidence_1_url,evidence_1_title,evidence_1_snippet,evidence_1_employee_signals,evidence_2_score,evidence_2_source_score,evidence_2_url,evidence_2_title,evidence_2_snippet,evidence_2_employee_signals,evidence_3_score,evidence_3_source_score,evidence_3_url,evidence_3_title,evidence_3_snippet,evidence_3_employee_signals,evidence_4_score,evidence_4_source_score,evidence_4_url,evidence_4_title,evidence_4_snippet,evidence_4_employee_signals,evidence_5_score,evidence_5_source_score,evidence_5_url,evidence_5_title,evidence_5_snippet,evidence_5_employee_signals
sped_e56cb5f6546e32,Logsystems GmbH,Tirol,6341 Ebbs,,https://firmen.wko.at/logsystems-gmbh/tirol/?firmaid=9608e6d9-ab39-4a36-82e8-c3808c075a96&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_87915b8f48afa7,Management Transport & Logistik GmbH,Steiermark,8200 Gleisdorf,,https://firmen.wko.at/management-transport-und-logistik-gmbh/steiermark/?firmaid=e938912d-00e9-4036-97fd-a862fc7e8692&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=cd9ba35d74ed4470b187a5cb9c619536f057efdb1bdcb8baaa9dc1780a9bd1c1JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ba4d7f7-c2f0-6a4a-08ea-c031c35a6b97&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9NYW5hZ2VtZW50&ntb=1,Management - Wikipedia,"Management (or managing) is the administration of organizations, whether businesses, nonprofit organizations, or government …",,65,25,https://www.bing.com/ck/a?!&&p=782ac7fd84d28bfa1ad87964ecf4fa898b2cabb9060a97eeb79353581a4e1a96JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ba4d7f7-c2f0-6a4a-08ea-c031c35a6b97&u=a1aHR0cHM6Ly93d3cubWFuYWdlbWVudGxlZ2VuZC5jb20vd2hhdC1pcy1tYW5hZ2VtZW50&ntb=1,"What Is Management ? Meaning, Benefits & Best Practices","5. Mai 2026 · Management is the process of planning, organising, leading, and controlling people and resources to achieve specific …",,65,25,https://www.bing.com/ck/a?!&&p=8b453d7bfbae4207a664963e55ab9b4015d489bd1971c85b50f8fc36b6b151b6JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ba4d7f7-c2f0-6a4a-08ea-c031c35a6b97&u=a1aHR0cHM6Ly93d3cuY291cnNlcmEub3JnL2FydGljbGVzL21hbmFnZW1lbnQ_bXNvY2tpZD0xYmE0ZDdmN2MyZjA2YTRhMDhlYWMwMzFjMzVhNmI5Nw&ntb=1,"What Is Management ? Styles, Functions, Skills, and Careers","31. Juli 2026 · Management is the process of overseeing people, projects, and resources to help a team or organization reach a …",,65,25,https://www.bing.com/ck/a?!&&p=533ce97382742f003e157766036fdbf4ad4a841d5cc6c1587d86ff7cfd40f55aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ba4d7f7-c2f0-6a4a-08ea-c031c35a6b97&u=a1aHR0cHM6Ly9pbnN0aXR1dGVwcm9qZWN0bWFuYWdlbWVudC5jb20vYmxvZy93aGF0LWlzLW1hbmFnZW1lbnQv&ntb=1,"What is Management ? Definition, Functions & Types Explained","10. Okt. 2025 · Management is the process of planning, organising, leading, and controlling resources, such as people, finances, and …",,65,25,https://www.bing.com/ck/a?!&&p=517a98b324139be5704e8cb006ecf28ff147e211e1ba51ee5624e06ce02f7e8dJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1ba4d7f7-c2f0-6a4a-08ea-c031c35a6b97&u=a1aHR0cHM6Ly93d3cubWVycmlhbS13ZWJzdGVyLmNvbS9kaWN0aW9uYXJ5L21hbmFnZW1lbnQ&ntb=1,MANAGEMENT Definition & Meaning - Merriam-Webster,Vor einem Tag · The meaning of MANAGEMENT is the act or art of managing : the conducting or supervising of something (such as …,
sped_dbc3f71fef51f8,Medway Austria GmbH,Wien,1120 Wien,,https://firmen.wko.at/medway-austria-gmbh/wien/?firmaid=eb830feb-24b5-4be3-89bb-3ceba81181d8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=72f5911d617b6d2f50a4e94f1c2a54228f1ff49d00f4c69be6642962450ab2e0JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1722bb7f-8b6c-64d5-34b9-acb98ac4653d&u=a1aHR0cHM6Ly9tZWR3YXltYS5nb3Yv&ntb=1,"Town of Medway , MA","Medway is a vibrant town that beautifully combines its rich history with a lively, modern atmosphere. From its impressive historic …",,45,25,https://www.bing.com/ck/a?!&&p=c2dbc1fa726ce5b47659b60f59b34469167284c1a27fc4cc83355512a7916005JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1722bb7f-8b6c-64d5-34b9-acb98ac4653d&u=a1aHR0cHM6Ly93d3cubWVkd2F5LmNvbS5hdS8&ntb=1,Medway,Results powered by our local brands... Medway is a proprietary Healius service and delivers results nationwide with the help of some …,,45,25,https://www.bing.com/ck/a?!&&p=ecc9618ac41adf5bc625fb314e66e882917462b132af35549131bd2756af8cc1JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1722bb7f-8b6c-64d5-34b9-acb98ac4653d&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvTWVkd2F5&ntb=1,Medway - Wikipedia,Medway is a unitary authority area with borough status [citation needed] in the ceremonial county of Kent in South East England. It …,,45,25,https://www.bing.com/ck/a?!&&p=2610bd4c503d80bddcc42a91fdd4ed9e2db8400e3bdee1ad39c8e7ef17372491JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1722bb7f-8b6c-64d5-34b9-acb98ac4653d&u=a1aHR0cHM6Ly93d3cubWVkd2F5LmNvbS5ici8&ntb=1,Medway - Residência Médica com Organização e Aprofundamento …,Os cursos da Medway trazem a metodologia que mais aprova na residência médica! Estude com organização e o aprofundamento …,,45,25,https://www.bing.com/ck/a?!&&p=4a8c7c8d8335977a37cfaad4e0c55a4b951ce00ba3e531d05334ec3c47e4decdJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=1722bb7f-8b6c-64d5-34b9-acb98ac4653d&u=a1aHR0cHM6Ly93d3cubWVkd2F5LmNvbS5hdS9sb2dpbg&ntb=1,Login | Medway results,"A practical overview of the histopathological assessment of primary cutaneous melanoma through a real clinical case, presented by …",
sped_06b53908427571,MSG Speditionsgesellschaft m.b.H.,Steiermark,"8045 Graz,12.Bez.:Andritz | 8605 Kapfenberg",,https://firmen.wko.at/msg-speditionsgesellschaft-mbh/steiermark/?firmaid=01415024-598f-4483-a65a-d2820c100436&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/msg-speditionsgesellschaft-mbh/steiermark/?firmaid=3b1cd645-afaa-4dc3-8e5f-42e2d776e546&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,8,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=6d854524540724202607f17a02edff836eed34425d182d13ad340f4736db5d0fJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=02acd6ae-22d4-6f78-018d-c16823d86e66&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9Nb25vc29kaXVtX2dsdXRhbWF0ZQ&ntb=1,Monosodium glutamate - Wikipedia,"Monosodium glutamate (MSG), also known as sodium glutamate, is a sodium salt of glutamic acid.",,45,25,https://www.bing.com/ck/a?!&&p=fde92ca99b4389a589ba5e919d894dbadd2e5f0195e8f3487b30bbc1cd54ccdaJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=02acd6ae-22d4-6f78-018d-c16823d86e66&u=a1aHR0cHM6Ly9oZWFsdGguY2xldmVsYW5kY2xpbmljLm9yZy9pcy1tc2ctcmVhbGx5LWhhcm1mdWw&ntb=1,What Is MSG and Is It Bad for You? - Cleveland Clinic Health ...,1. Okt. 2025 · MSG is a flavor enhancer that’s added to certain foods to improve taste. But MSG isn’t the villainous ingredient it was …,,45,25,https://www.bing.com/ck/a?!&&p=37b34b0d2df5a33ee8f9da6967e82478262f0193881b3ceb07b60a808ff5bd35JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=02acd6ae-22d4-6f78-018d-c16823d86e66&u=a1aHR0cHM6Ly93d3cuaGVhbHRobGluZS5jb20vbnV0cml0aW9uL21zZy1nb29kLW9yLWJhZA&ntb=1,Is MSG Truly Unhealthy? All You Need to Know,17. Okt. 2024 · MSG (monosodium glutamate) is a common but controversial ingredient in processed foods. This article explains …,,45,25,https://www.bing.com/ck/a?!&&p=701b0cdfab6671b483811d0c7e8a1080ea3201bd5a5df3e5a033aff7156b0da0JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=02acd6ae-22d4-6f78-018d-c16823d86e66&u=a1aHR0cHM6Ly93d3cuaGVhbHRoLmhhcnZhcmQuZWR1L2RpZXQtYW5kLW51dHJpdGlvbi9tb25vc29kaXVtLWdsdXRhbWF0ZS1tc2ctd2hhdC1pdC1pcy1hbmQtd2h5LXlvdS1taWdodC1jb25zaWRlci1hdm9pZGluZy1mb29kcy10aGF0LWNvbnRhaW4taXQ&ntb=1,"Monosodium glutamate ( MSG ): What it is, and why you might ...","2. Juli 2024 · Learn about monosodium glutamate (MSG), how it's used, and foods most likely to contain it. Take a look at the …",,45,25,https://www.bing.com/ck/a?!&&p=c3ca3caec316aef8dff77d895b627ee705909a59d3c74ee010889890355d78deJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=02acd6ae-22d4-6f78-018d-c16823d86e66&u=a1aHR0cHM6Ly93d3cuZHJiZXJnLmNvbS9ibG9nL3doYXQtaXMtbXNn&ntb=1,What Is MSG ? Side Effects and How to Avoid It | Dr. Berg,"24. Apr. 2026 · MSG stands for monosodium glutamate, a flavor-enhancing food additive made from the sodium salt of glutamic acid. …",
sped_bd611a62c70c69,Nöbauer Transport u. Logistik GmbH & Co KG,Salzburg,5201 Seekirchen am Wallersee,,https://firmen.wko.at/n%c3%b6bauer-transport-u-logistik-gmbh-und-co-kg/salzburg/?firmaid=ce4cb91f-028f-4b3d-811f-0386f3e774cf&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_6eee3c63704669,PEX-Logistics International GmbH,Oberösterreich,4063 Hörsching,http://www.pex-logistics.com/,https://firmen.wko.at/pex-logistics-international-gmbh/ober%c3%b6sterreich/?firmaid=0b8844e6-6d4e-413c-aae1-3e0c933b7efc&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,9,,,0,0,65,25,https://www.bing.com/ck/a?!&&p=cfdc1f69ece08d362b45fae4978a0110015f076a37531b3a2bb351684e070128JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly93d3cucGV4Y2FyZC5jb20v&ntb=1,Welcome to PEX | Simplify your employee spending,What is PEX? PEX is an all-in-one corporate card and expense management platform that helps growing businesses automate …,,65,25,https://www.bing.com/ck/a?!&&p=8ed7526df202c06fa1d675123acaa47190657d51c19b1c095b42f0efc378b7f3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly9kYXNoYm9hcmQucGV4Y2FyZC5jb20vbG9naW4&ntb=1,Welcome to PEX - Login,"The PEX Visa® Prepaid Card and the PEX Disburse Visa Prepaid Card are issued by Fifth Third Bank, N.A., Member FDIC, or The …",,65,25,https://www.bing.com/ck/a?!&&p=f86bfc90c4122ce70e655d058fba7bc92e657f3a8108d74fe894fbf4d9e9cecaJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly9zdGFydC5wZXhjYXJkLmNvbS9sb2dpbg&ntb=1,PEX - Login,“PEX offers us the ability to restrict company-wide spending to specific areas of purchases. This allows our employees to feel they …,,65,25,https://www.bing.com/ck/a?!&&p=3d3dc0aba85b93782d2361a168da8b35072e699d53c4b08dd14c4cff9dbc5c4aJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvQ3Jvc3MtbGlua2VkX3BvbHlldGh5bGVuZQ&ntb=1,Cross-linked polyethylene - Wikipedia,Almost all PEX used for pipe and tubing is made from high-density polyethylene (HDPE). PEX contains cross-linked bonds in the …,,65,25,https://www.bing.com/ck/a?!&&p=52eed1b03202cafaeec0f26e32d0b67b70d371110f3dd07aa20117a63d798b10JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=0918231e-89c2-6ff8-1ec4-34d888986eb8&u=a1aHR0cHM6Ly93d3cuYm9idmlsYS5jb20vYXJ0aWNsZXMvcGV4LXBpcGUv&ntb=1,The Complete Guide to PEX Pipe - Bob Vila,17. Juli 2025 · Cross-linked polyethylene (PEX) is a type of flexible plumbing pipe made out of plastic that makes for a great …,
sped_5c1635da403ec4,Quehenberger Eastern Europe GmbH,Salzburg,5204 Straßwalchen,,https://firmen.wko.at/quehenberger-eastern-europe-gmbh/salzburg/?firmaid=61c1668f-eeee-4af6-9d77-3de79097a819&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_7dbf5a1eb3b764,Ri-Light Handelsges. m. b. H.,Wien,1110 Wien,,https://firmen.wko.at/ri-light-handelsges-m-b-h/wien/?firmaid=eeb790fc-5942-4702-b2b3-2458cf6419a4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_494a5acb4531aa,Samer & Co. Shipping GmbH,Steiermark,8020 Graz,,https://firmen.wko.at/samer-und-co-shipping-gmbh/steiermark/?firmaid=ef559b55-1235-4184-be51-283b81b0e5cd&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_c1b699ff7bcc65,Silk Road Air Logistics GmbH,Wien,1230 Wien,,https://firmen.wko.at/silk-road-air-logistics-gmbh/wien/?firmaid=b598bda4-6336-43f1-82d5-cd013478061c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_31d8228fdea93c,SPEDPACK - Verwaltungs- und Beteiligungs GmbH,Oberösterreich,4020 Linz,,https://firmen.wko.at/spedpack-verwaltungs-und-beteiligungs-gmbh/ober%c3%b6sterreich/?firmaid=d5dcde6e-bf8b-43dd-a7ce-131fcdb1487e&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_7852dd72eeeec1,TC Tradeconsult and Logistics GmbH,Niederösterreich,2344 Maria Enzersdorf,,https://firmen.wko.at/tc-tradeconsult-and-logistics-gmbh/nieder%c3%b6sterreich/?firmaid=a261aa70-fe69-4a04-8355-a592d599e7a9&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,5,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=4eec9ba509f5f79f540f7edc7750714de536cbcc59725c6018d9722c66ba148bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2c6f1bcd-988d-654f-3b3b-0c0b991c6478&u=a1aHR0cHM6Ly93d3cubW50Yy5lZHUv&ntb=1,Continuing Education & Vocational Training Oklahoma | MNTC,"Leader in affordable career training for high school and adult students in Moore, Norman, and Oklahoma City. Moore Norman …",,45,25,https://www.bing.com/ck/a?!&&p=cb6a4f5f1a9c8d91cd214863c6378518676a027bfb5b3f54cd78df79f49410a2JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2c6f1bcd-988d-654f-3b3b-0c0b991c6478&u=a1aHR0cHM6Ly93d3cubW50Yy5lZHUvYWJvdXQ&ntb=1,About Moore Norman Technology Center - MNTC,"About Us - Award-winning affordable training for adult and high school students in Moore, Norman, and parts of Oklahoma City. …",,45,25,https://www.bing.com/ck/a?!&&p=072df9431b7fde9c07c21c20d6cd9813e77884e15c8a9d53271709512a29ed14JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2c6f1bcd-988d-654f-3b3b-0c0b991c6478&u=a1aHR0cHM6Ly90Y2FybXMuY29tLw&ntb=1,Thompson/Center Arms,Industry news and information source for Thompson/Center Arms. Wild game recipes and techniques from renowned Outdoor Chef …,,45,25,https://www.bing.com/ck/a?!&&p=f2fba3f64829a66322f26f03d6f89057e6a434bd86c2faa06b53e18f622eed4eJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2c6f1bcd-988d-654f-3b3b-0c0b991c6478&u=a1aHR0cHM6Ly9lbi5tLndpa2lwZWRpYS5vcmcvd2lraS9Pa2xhaG9tYV9EZXBhcnRtZW50X29mX0NhcmVlcl9hbmRfVGVjaG5vbG9neV9FZHVjYXRpb24&ntb=1,Oklahoma Department of Career and Technology Education,CareerTech oversees a statewide system of career and technology education. The system comprises 29 technology center districts …,,45,25,https://www.bing.com/ck/a?!&&p=9f907a9d60e4d874702e5f84dbb6159b23aa43fa34209fdb2c2b9d7bb830539bJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=2c6f1bcd-988d-654f-3b3b-0c0b991c6478&u=a1aHR0cHM6Ly93d3cuYWJicmV2aWF0aW9ucy5jb20vVEM&ntb=1,What does TC stand for ? - Abbreviations.com,Find out what is the full meaning of TC on Abbreviations.com! 'Türkiye Cumhuriyeti' is one option -- get in to view more @ The Web's …,
sped_ceeeaf19d3c024,TKL Lebensmittel Logistik GmbH,Wien,1220 Wien,http://www.tkl.at/,https://firmen.wko.at/tkl-lebensmittel-logistik-gmbh/wien/?firmaid=91e25aff-12d7-4c5a-85e2-3d86890bc723&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=spediteur,10,10,,,0,0,45,25,https://www.bing.com/ck/a?!&&p=8bcac9f979daf61a347bbb83c55a67afbd1fd8fdc34507a8c23f5bf8df8dcd0eJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23332119-2571-6a31-28a6-36df24046b84&u=a1aHR0cHM6Ly93d3cudGVhY2hua2lkc2xlYXJuLmNvbS8&ntb=1,Hands on Learning for Kids | Teach Kids Learn TKL,Teach & Kids Learn (TKL) has a new approach to professional learning that is transforming education by transforming educators. …,,45,25,https://www.bing.com/ck/a?!&&p=788e8b3e6cd532211a25e2682d70b01545133861a494797478b928494f1a31b3JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23332119-2571-6a31-28a6-36df24046b84&u=a1aHR0cHM6Ly90a2xyYWNlLmNvbS8&ntb=1,"TKL — Texas Karting League | Rotax MAX, Briggs LO206 & Shifter …","TKL Texas Karting League · Est. 2025 Rotax MAX, Briggs LO206 & Shifter racing across iconic Texas tracks.",,45,25,https://www.bing.com/ck/a?!&&p=13bf7ebd3ca78e3f2cbe4ffc324c7c8c58ea893e3b679b751dc26d84f3bd1d3dJmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23332119-2571-6a31-28a6-36df24046b84&u=a1aHR0cHM6Ly9zdGVlbHNlcmllcy5jb20vZ2FtaW5nLWtleWJvYXJkcy90ZW5rZXlsZXNzLXRrbA&ntb=1,Gaming Keyboards - SteelSeries,"The Apex 3 FullSize and Apex 3 TKL gaming keyboards are great budget-friendly options, even for serious gamers. Both keyboards …",,45,25,https://www.bing.com/ck/a?!&&p=ce6c2fa374216cb7083f98c60d1dcea0feabdc18d29cccec5795bacd5b611ce0JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23332119-2571-6a31-28a6-36df24046b84&u=a1aHR0cHM6Ly93d3cudGtsLmNvbS8&ntb=1,TKL World Class Cases | Home Page,TKL World Class Cases set the industry standard for the highest level of quality and protection for musical instruments and accessories.,,45,25,https://www.bing.com/ck/a?!&&p=09df02f45272866c7ad57f67b2976c2f39fa395b4c16a2974f65eb51f1ee43d6JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=23332119-2571-6a31-28a6-36df24046b84&u=a1aHR0cHM6Ly93d3cuaG93dG9nZWVrLmNvbS84MjMwNjQvd2hhdC1pcy1hLXRlbmtleWxlc3MtdGtsLWtleWJvYXJkLw&ntb=1,What Is a Tenkeyless ( TKL ) Keyboard? - How-To Geek,"15. Aug. 2022 · Tenkeyless or TKL keyboards are simply full-size keyboards without the number pad, which is typically found on the …",
sped_caa2feb47a4683,Traußnig Spedition GmbH,Kärnten,9400 Wolfsberg,https://traussnig.eu/,https://firmen.wko.at/trau%c3%9fnig-spedition-gmbh/k%c3%a4rnten/?firmaid=715ecb8c-acef-4d54-a921-5ca4187587c0&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_c887d3bbd2f66e,VERAG Spedition AG,Burgenland; Oberösterreich,2425 Nickelsdorf | 4975 Suben,http://www.verag.ag/,https://firmen.wko.at/verag-spedition-ag-verag-spedition-ag/ober%c3%b6sterreich/?firmaid=6c62953e-d070-44dc-a4da-c5848752a103&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur | https://firmen.wko.at/verag-spedition-ag/burgenland/?firmaid=68c5e5ec-01dc-42f0-82a3-bd4893ae9009&standortid=9&standortname=burgenland%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_68f5a1dead1f45,Weiss Logistik Center BetriebsgesellschaftmbH,Niederösterreich,2351 Laxenburg,,https://firmen.wko.at/weiss-logistik-center-betriebsgesellschaftmbh/nieder%c3%b6sterreich/?firmaid=5582d0cb-eb42-498d-8966-3360393be0d4&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,1,,,0,0,51,25,https://www.bing.com/ck/a?!&&p=cd71e805fb19c66315b05e22e5ff8b82234da3a396d7d183cb931c42ef69e3c7JmltdHM9MTc4ODEzNDQwMA&ptn=3&ver=2&hsh=4&fclid=209dbe4e-dcbb-6a33-3223-a988dd126b66&u=a1aHR0cHM6Ly9rY2NsZWZ0Y2VudGVyLmNvbS90ZWFtL2RyLXJvYmVydC1vLXdlaXNzLw&ntb=1,"Dr. Robert O. Weiss II, MD, DDS. - Cleft & Craniofacial Center","Dr. Weiss is a Pediatric Cleft and Craniofacial Surgeon with surgical expertise in cleft lip and palate, cranial vault reconstruction, and …",,,,,,,,,,,,,,,,,,,,,,,,,
sped_b3b691383e1552,Zettel Spedition GmbH,Niederösterreich,2435 Ebergassing,,https://firmen.wko.at/zettel-spedition-gmbh/nieder%c3%b6sterreich/?firmaid=dff5a709-f999-45c5-a11e-3555aa21b7c8&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sped_cafa10296d000f,"""Martoni"" Transport Ges.m.b.H.",Steiermark,8342 Gnas,,https://firmen.wko.at/%22martoni%22-transport-gesmbh/steiermark/?firmaid=f9096ff1-f214-420c-a28b-3b2fb632ace3&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=spediteur,10,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
